time,eiPosition_ft_X,eiPosition_ft_Y,eiPosition_ft_Z,gePosition_ft_X,gePosition_ft_Y,gePosition_ft_Z,eiVelocity_ft_s_X,eiVelocity_ft_s_Y,eiVelocity_ft_s_Z,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,eulerAngle_deg_Yaw,eulerAngle_deg_Pitch,eulerAngle_deg_Roll,bodyAngularRateWrtEi_deg_s_Roll,bodyAngularRateWrtEi_deg_s_Pitch,bodyAngularRateWrtEi_deg_s_Yaw,altitudeRateWrtMsl_ft_min,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N,mach,dynamicPressure_lbf_ft2,trueAirspeed_nmi_h
0.0,2.0955646325460006E7,0.0,0.0,2.0955646325460006E7,0.0,0.0,0.0,1528.1098290458178,0.0,0.0,0.0,0.0,30000.000000003725,0.0,0.0,32.10653595184196,0.0,1.2722218725854067E-14,0.0,0.0,0.0,9.277188200394804E-19,-0.0,994.8490287717559,8.907042526446323E-4,629.6799295020096,411.8388729485991,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000000000000007,2.0955646164930005E7,152.81098251439366,0.0,2.0955646165487163E7,7.777068645464791E-7,0.0,-3.210653611521433,1528.1098173397852,0.0,0.0,2.3331197874107552E-5,3.199510458858786,29999.840027160943,2.1263634957843716E-12,0.0,32.106536442829196,0.0,1.2722218726192321E-14,-4.178074153504028E-4,0.0,0.0,9.277188200394804E-19,-191.97062753152716,994.8497158374269,8.907094884926739E-4,629.6845007129103,411.83944179963294,0.0,0.0,0.0,0.0,0.0,0.0,0.003216074154728613,0.00455903736344806,1.8956351674821494
0.20000000000000015,2.0955645683331955E7,305.62196268754184,0.0,2.0955645685560584E7,6.221652278870504E-6,0.0,-6.421307321071237,1528.1097822211004,0.0,0.0,9.332479457836497E-5,6.3990210154062686,29999.360100582242,1.701090114454732E-11,0.0,32.10653791581568,0.0,1.2722218727207072E-14,-8.356148434589834E-4,0.0,0.0,9.277188200394804E-19,-383.94126092437614,994.851777066231,8.907251964420477E-4,629.698214737304,411.8411483814131,0.0,0.0,0.0,0.0,0.0,0.0,0.006432135081426102,0.018236471613887157,3.7912703931449694
0.3000000000000002,2.0955644880668536E7,458.43293817819824,0.0,2.095564488568295E7,2.0998079841683115E-5,0.0,-9.631961226677792,1528.1097236899543,0.0,0.0,2.099807941289824E-4,9.598531767331153,29998.560222949833,5.7411802851705224E-11,0.0,32.10654037079338,0.0,1.2722218728898329E-14,-0.001253422297083919,0.0,0.0,9.277188200394804E-19,-575.9119060398691,994.8552124382968,8.907513768302549E-4,629.7210719835098,411.84399268455877,0.0,0.0,0.0,0.0,0.0,0.0,0.00964816955233401,0.04103326925347087,5.686905735169135
0.4000000000000003,2.0955643756939705E7,611.2439066451167,0.0,2.095564376585423E7,4.9773226901250744E-5,0.0,-12.842615426369525,1528.1096417463398,0.0,0.0,3.732992062512964E-4,12.798042812322189,29997.44039422646,1.3608724532889246E-10,0.0,32.10654380776276,0.0,1.2722218731266093E-14,-0.0016712297889833949,0.0,0.0,9.277188200394804E-19,-767.8825687393313,994.8600219398647,8.907880303673495E-4,629.7530732608918,411.84797470946387,0.0,0.0,0.0,0.0,0.0,0.0,0.012864164340237265,0.07295104119211478,7.582541251735349
0.5000000000000003,2.0955642312145434E7,764.0548657470504,0.0,2.0955642326074377E7,9.721332813855676E-5,0.0,-16.053270018174892,1528.109536390247,0.0,0.0,5.832800438786631E-4,15.997554248068157,29996.000614374876,2.6579540383876566E-10,0.0,32.10654822672439,0.0,1.272221873431036E-14,-0.0020890373319156024,0.0,0.0,9.277188200394804E-19,-959.8532548840894,994.866205551608,8.908351580469462E-4,629.7942197021822,411.8530944566269,0.0,0.0,0.0,0.0,0.0,0.0,0.016080106218736828,0.11399204285696264,9.478177001024333
0.6000000000000004,2.095564054628568E7,916.8658131427502,0.0,2.095564056634336E7,1.6798462729961106E-4,0.0,-19.263925100122435,1528.1094076216634,0.0,0.0,8.399233229250913E-4,19.197066172257927,29994.240883357823,4.592944862207712E-10,0.0,32.10655362767901,0.0,1.2722218738031126E-14,-0.002506844938638737,0.0,0.0,9.277188200394804E-19,-1151.8239703354757,994.8737632486326,8.90892761146259E-4,629.8445127635375,411.8593519266508,0.0,0.0,0.0,0.0,0.0,0.0,0.019295981962522385,0.16415917434559985,11.373813041216852
0.7000000000000005,2.095563845936039E7,1069.6767464909656,0.0,2.0955638486661118E7,2.6675336592052457E-4,0.0,-22.474580770240756,1528.1092554405725,0.0,0.0,0.0011432290620578766,22.396578682580422,29992.161201115698,7.293427040117895E-10,0.0,32.106560010627526,0.0,1.2722218742428398E-14,-0.002924652621911008,0.0,0.0,9.277188200394804E-19,-1343.7947209548254,994.8826950005741,8.909608412268694E-4,629.9039542252411,411.8667471203227,0.0,0.0,0.0,0.0,0.0,0.0,0.022511778347642737,0.22345598062320396,13.26944943049373
0.8000000000000006,2.0955636051369503E7,1222.487663450447,0.0,2.09556360870276E7,3.9818578736239285E-4,0.0,-25.68523712655859,1528.1090798469563,0.0,0.0,0.0014931972851987268,25.5960918767247,29989.761567596346,1.0886982854260279E-9,0.0,32.10656737557101,0.0,1.2722218747502168E-14,-0.0033424603944906418,0.0,0.0,9.277188200394804E-19,-1535.765512603482,994.8930007714707,8.910394001337979E-4,629.9725461909309,411.8752800385079,0.0,0.0,0.0,0.0,0.0,0.0,0.025727482151780112,0.29188665176324036,15.165086227035829
0.9000000000000007,2.095563332231294E7,1375.2985616799401,0.0,2.095563336744272E7,5.669481411135768E-4,0.0,-28.895894267104765,1528.1088808407933,0.0,0.0,0.001889828019250031,28.795605852379918,29987.041982717812,1.5501194890660312E-9,0.0,32.106575722510705,0.0,1.2722218753252448E-14,-0.003760268269135874,0.0,0.0,9.277188200394804E-19,-1727.736351142795,994.9046805199227,8.911284399967882E-4,630.0502910887633,411.8849506822821,0.0,0.0,0.0,0.0,0.0,0.0,0.028943080154518474,0.36945602323245247,17.06072348902411
