time,gePosition_ft_X,gePosition_ft_Y,gePosition_ft_Z,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,altitudeRateWrtMsl_ft_min,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N
0.0,2.095564632546E7,0.0,0.0,0.0,0.0,-0.0,30000.0000006854,0.0,0.0,32.1065359518416,0.0,994.849129860398,8.906860665458E-4,629.668577032426,411.838216574779,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.09556461654844E7,-1.12428764112E-5,4.0E-16,-4.0E-16,2.33311987065E-5,3.199510458221767,29999.8400251679,-3.07397E-11,0.0,32.106536442837,-191.970627493306,994.849816942943,8.906913024676E-4,629.673148309917,411.838785438819,0.0,0.0,0.0,0.0,0.0,0.0
0.2,2.09556456855579E7,-1.781951255E-5,2.0E-16,-9.0E-16,9.33247971151E-5,6.399021014132249,29999.3600985966,-4.87211E-11,0.0,32.1065379158235,-383.941260847935,994.851878187874,8.907070103754E-4,629.686862304578,411.840492031058,0.0,0.0,0.0,0.0,0.0,0.0
0.3,2.09556448856802E7,-1.50636680587E-5,4.0E-16,-1.8E-15,2.099808003796E-4,9.598531765420116,29998.5602209568,-4.11863E-11,0.0,32.1065403708012,-575.911905925207,994.855313586919,8.907331906952E-4,629.709719501914,411.843336351719,0.0,0.0,0.0,0.0,0.0,0.0
0.4,2.09556437658515E7,1.7095101157E-6,2.0E-16,-3.6E-15,3.732992179984E-4,12.798042809774133,29997.4403922334,4.674E-12,0.0,32.1065438077706,-767.882568586448,994.860123126174,8.907698441358E-4,629.741720710341,411.847318401076,0.0,0.0,0.0,0.0,0.0,0.0
0.5,2.09556423260716E7,3.71290379917E-5,0.0,-3.6E-15,5.832800615413E-4,15.9975542448831,29996.0006123744,1.015162E-10,0.0,32.1065482267322,-959.853254692986,994.866306786425,8.908169716918E-4,629.782867063356,411.852438179722,0.0,0.0,0.0,0.0,0.0,0.0
0.6,2.09556405663406E7,9.58797686508E-5,2.0E-16,-3.6E-15,8.399233471503E-4,19.197066168435832,29994.2408813647,2.621493E-10,0.0,32.1065536276868,-1151.82397010615,994.87386454268,8.908745746398E-4,629.833160016498,411.858695688178,0.0,0.0,0.0,0.0,0.0,0.0
0.7,2.09556384866584E7,1.826465561408E-4,0.0,-3.6E-15,0.0011432290950847,22.396578678121333,29992.1611991226,4.993824E-10,0.0,32.1065600106354,-1343.79472068728,994.882796364639,8.909426545416E-4,629.892601350504,411.866090927286,0.0,0.0,0.0,0.0,0.0,0.0
0.8,2.09556360870249E7,3.020584176738E-4,0.0,-3.6E-15,0.0014931973281301,25.596091871628502,29989.761565607,8.25872E-10,0.0,32.1065673755788,-1535.76551229771,994.893102216323,8.910212132424E-4,629.96119316894,411.874623897898,0.0,0.0,0.0,0.0,0.0,0.0
0.9,2.095563336744E7,4.587815953982E-4,2.0E-16,-3.6E-15,0.0018898280729619,28.795605846646833,29987.0419807247,1.2543763E-9,0.0,32.1065757225185,-1727.73635079881,994.904782056332,8.911102528719E-4,630.038937899998,411.884294601088,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.09556303279037E7,6.57519556853E-4,2.0E-16,-7.1E-15,0.0023331213599188,31.99512070086517,29984.0024444088,1.7977553E-9,0.0,32.1065850514558,-1919.70724205191,994.917835837687,8.912097758436E-4,630.125838295546,411.895103038025,0.0,0.0,0.0,0.0,0.0,0.0
1.1,2.09556269684158E7,9.029385453232E-4,2.0E-16,0.0,0.0028230772223196,35.19463653197317,29980.6429565511,2.4687674E-9,0.0,32.1065953623923,-2111.67819191839,994.932263507986,8.913197848559E-4,630.221897432315,411.9070492101,0.0,0.0,0.0,0.0,0.0,0.0
1.2,2.09556232889763E7,0.0011996489683952,4.0E-16,0.0,0.0033596956985108,38.3941534376605,29976.9635170623,3.2800181E-9,0.0,32.1066066553297,-2303.64920625963,994.948065009094,8.914402828899E-4,630.327118709907,411.92013311866,0.0,0.0,0.0,0.0,0.0,0.0
1.3,2.09556192895851E7,0.0015523915210451,0.0,-7.1E-15,0.003942976828455,41.59367151561683,29972.9641258269,4.2444693E-9,0.0,32.1066189302699,-2495.62029093701,994.965240277581,8.91571273213E-4,630.441505853938,411.934354765388,0.0,0.0,0.0,0.0,0.0,0.0
1.4,2.0955614970242E7,0.001965776610632,2.0E-16,-1.42E-14,0.0045729206573695,44.79319086353216,29968.6447827145,5.3747267E-9,0.0,32.106632187215,-2687.59145181193,994.983789244382,8.917127593758E-4,630.565062913856,411.949714151999,0.0,0.0,0.0,0.0,0.0,0.0
1.5,2.09556103309469E7,0.0024445077096971,0.0,-7.1E-15,0.0052495272334522,47.9927115790965,29964.0054876059,6.6836505E-9,0.0,32.1066464261673,-2879.56269474579,995.003711834951,8.918647452141E-4,630.697794264197,411.966211280384,0.0,0.0,0.0,0.0,0.0,0.0
1.6,2.09556053716996E7,0.0029931766162008,0.0,-7.1E-15,0.0059727966076548,51.19223376000067,29959.046240352,8.1837954E-9,0.0,32.106661647129,-3071.53402560004,995.025007969219,8.920272348484E-4,630.839704604459,411.983846152561,0.0,0.0,0.0,0.0,0.0,0.0
1.7,2.09556000925001E7,0.0036165612527839,2.0E-16,-7.1E-15,0.0067427288359558,54.391757503935,29953.767040804,9.8882254E-9,0.0,32.1066778501028,-3263.5054502361,995.047677561577,8.922002326835E-4,630.990798959211,412.002618770668,0.0,0.0,0.0,0.0,0.0,0.0
1.8,2.09555944933481E7,0.0043192534208174,2.0E-16,-7.1E-15,0.0075593239766328,57.5912829085905,29948.1678887978,1.18094952E-8,0.0,32.1066950350914,-3455.47697451543,995.071720520958,8.9238374341E-4,631.151082678856,412.022529137027,0.0,0.0,0.0,0.0,0.0,0.0
1.9,2.09555885742434E7,0.0051059752090623,4.0E-16,-1.42E-14,0.0084225820923083,60.790810071658335,29942.2487841621,1.3960516E-8,0.0,32.1067132020976,-3647.4486042995,995.09713675076,8.925777720032E-4,631.320561439338,412.043577254078,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0955582335186E7,0.0059812811950906,7.0E-16,-2.13E-14,0.0093325032483586,63.99033909083017,29936.0097267217,1.63537411E-8,0.0,32.1067323511247,-3839.42034544981,995.123926148849,8.927823237236E-4,631.499241242402,412.065763124376,0.0,0.0,0.0,0.0,0.0,0.0
2.1,2.09555757761756E7,0.0069499679179899,4.0E-16,-1.42E-14,0.0102890875147323,67.18987006379767,29929.4507162831,1.90022853E-8,0.0,32.1067524821756,-4031.39220382786,995.152088607621,8.929974041176E-4,631.68712841629,412.089086750652,0.0,0.0,0.0,0.0,0.0,0.0
2.2,2.09555688972119E7,0.0080166271864073,4.0E-16,-1.42E-14,0.0112923349648141,70.38940308825299,29922.5717526413,2.19187036E-8,0.0,32.106773595254,-4223.36418529518,995.181624013977,8.932230190169E-4,631.884229615821,412.113548135777,0.0,0.0,0.0,0.0,0.0,0.0
2.3,2.09555616982949E7,0.0091859624803874,7.0E-16,-1.42E-14,0.0123422456745147,73.58893826188867,29915.3728355914,2.51158565E-8,0.0,32.1067956903632,-4415.33629571332,995.21253224929,8.934591745393E-4,632.090551822473,412.139147282741,0.0,0.0,0.0,0.0,0.0,0.0
2.4,2.09555541794242E7,0.0104626028319216,7.0E-16,-1.42E-14,0.013438819723863,76.78847568239733,29907.853964921,2.8606401E-8,0.0,32.106818767507,-4607.30854094384,995.244813189394,8.93705877088E-4,632.3061023446,412.165884194639,0.0,0.0,0.0,0.0,0.0,0.0
2.5,2.09555463405997E7,0.0118512331159763,4.0E-16,-1.42E-14,0.0145820571972331,79.98801544747266,29900.0151403769,3.24031466E-8,0.0,32.1068428266894,-4799.28092684836,995.278466704743,8.939631333534E-4,632.530888818824,412.193758874804,0.0,0.0,0.0,0.0,0.0,0.0
2.6,2.0955538181821E7,0.0133565009818994,7.0E-16,-1.42E-14,0.0157719581812982,83.18755765480783,29891.8563617467,3.65188013E-8,0.0,32.1068678679143,-4991.25345928847,995.313492660178,8.942309503114E-4,632.764919208789,412.222771326604,0.0,0.0,0.0,0.0,0.0,0.0
2.7,2.0955529703088E7,0.0149831099142829,4.0E-16,-1.42E-14,0.0170085227673044,86.38710240209716,29883.377628766,4.09662258E-8,0.0,32.106893891186,-5183.22614412583,995.349890915119,8.945093352251E-4,633.008201806797,412.252921553609,0.0,0.0,0.0,0.0,0.0,0.0
2.8,2.09555209044004E7,0.0167357261834695,4.0E-16,-1.42E-14,0.0182917510497065,89.58664978703483,29874.5789411775,4.5758179E-8,0.0,32.1069208965088,-5375.19898722209,995.387661323489,8.947982956445E-4,633.260745233653,412.284209559516,0.0,0.0,0.0,0.0,0.0,0.0
2.9,2.0955511785758E7,0.0186189788282717,2.0E-16,-2.84E-14,0.0196216431261678,92.78619990731599,29865.4602987133,5.09073182E-8,0.0,32.1069488838873,-5567.17199443896,995.426803733716,8.950978394066E-4,633.52255843906,412.316635348156,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2.09555023471604E7,0.0206375527322961,2.0E-16,0.0,0.0209981990982426,95.98575286063583,29856.0217010974,5.64264531E-8,0.0,32.1069778533263,-5759.14517163815,995.467317988736,8.954079746355E-4,633.793650702021,412.350198923488,0.0,0.0,0.0,0.0,0.0,0.0
3.1,2.09554925886073E7,0.02279613277733,4.0E-16,-2.84E-14,0.0224214190709213,99.18530874469033,29846.263148047,6.23283939E-8,0.0,32.1070078048304,-5951.11852468142,995.509203926032,8.957287097435E-4,634.074031631474,412.384900289632,0.0,0.0,0.0,0.0,0.0,0.0
3.2,2.09554825100985E7,0.0250993480140095,4.0E-16,-1.42E-14,0.0238913031533128,102.38486765717583,29836.184639249,6.8625798E-8,0.0,32.1070387384049,-6143.09205943055,995.552461377582,8.960600534301E-4,634.363711166412,412.420739450824,0.0,0.0,0.0,0.0,0.0,0.0
3.3,2.09554721116337E7,0.0275518833277601,7.0E-16,-1.42E-14,0.0254078514565979,105.58442969578884,29825.7861744128,7.53314754E-8,0.0,32.1070706540549,-6335.06578174733,995.597090169903,8.964020146836E-4,634.662699576544,412.457716411444,0.0,0.0,0.0,0.0,0.0,0.0
3.4,2.09554613932125E7,0.030158423611283,4.0E-16,-2.84E-14,0.0269710640978948,108.783994958227,29815.0677532069,8.24582364E-8,0.0,32.1071035517858,-6527.03969749362,995.643090124112,8.967546027807E-4,634.971007463194,412.49583117607,0.0,0.0,0.0,0.0,0.0,0.0
3.5,2.09554503548346E7,0.0329235979224904,0.0,-2.84E-14,0.0285809411959394,111.98356354218832,29804.0293753072,9.00187386E-8,0.0,32.1071374316031,-6719.0138125313,995.69046105574,8.971178272863E-4,635.288645758491,412.535083749319,0.0,0.0,0.0,0.0,0.0,0.0
3.6,2.09554389964997E7,0.035852072538546,0.0,-1.42E-14,0.0302374828735859,115.183135545371,29792.6710403785,9.80257414E-8,0.0,32.1071722935125,-6910.98813272226,995.739202774961,8.974916980551E-4,635.615625727374,412.57547413603,0.0,0.0,0.0,0.0,0.0,0.0
3.7,2.09554273182074E7,0.0389485509713267,0.0,-1.42E-14,0.0319406892571252,118.38271106547417,29780.9927480816,1.064921061E-7,0.0,32.1072081375199,-7102.96266392845,995.78931508642,8.978762252305E-4,635.951958966918,412.617002341122,0.0,0.0,0.0,0.0,0.0,0.0
3.8,2.09554153199573E7,0.0422177181199003,0.0,-2.84E-14,0.0336905604769667,121.58229020019733,29768.9944980479,1.154306432E-7,0.0,32.1072449636313,-7294.93741201184,995.84079778936,8.982714192459E-4,636.297657407721,412.659668369697,0.0,0.0,0.0,0.0,0.0,0.0
3.9,2.09554030017492E7,0.0456641472201226,0.0,-2.84E-14,0.0354870966662747,124.781873047241,29756.6762899197,1.24853858E-7,0.0,32.1072827718529,-7486.91238283446,995.893650677553,8.986772908248E-4,636.652733313907,412.703472226975,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2.09553903635826E7,0.0492925790049412,-2.0E-16,-2.84E-14,0.0373302979627869,127.98145970430583,29744.0381233133,1.347747138E-7,0.0,32.1073215621911,-7678.88758225835,995.947873539317,8.990938509807E-4,637.017199283798,412.748413918307,0.0,0.0,0.0,0.0,0.0,0.0
4.1,2.09553774054571E7,0.0531076797742571,2.0E-16,0.0,0.0392201645065408,131.1810502690935,29731.0799978449,1.452059704E-7,0.0,32.1073613346524,-7870.86301614561,996.003466157583,8.995211110183E-4,637.391068250905,412.794493449228,0.0,0.0,0.0,0.0,0.0,0.0
4.2,2.09553641273724E7,0.0571140786041723,-2.0E-16,-2.84E-14,0.0411566964423754,134.38064483930583,29717.8019131273,1.56160286E-7,0.0,32.1074020892435,-8062.83869035835,996.060428309791,8.99959082533E-4,637.77435348377,412.841710825366,0.0,0.0,0.0,0.0,0.0,0.0
4.3,2.0955350529328E7,0.0613164604055782,-7.0E-16,0.0,0.0431398939178842,137.58024351264584,29704.2038687393,1.676504715E-7,0.0,32.1074438259712,-8254.81461075875,996.118759767956,9.004077774117E-4,638.167068587001,412.890066052492,0.0,0.0,0.0,0.0,0.0,0.0
4.4,2.09553366113236E7,0.0657194914811043,-2.0E-16,-2.84E-14,0.0451697570840979,140.77984638681716,29690.2858642749,1.79689287E-7,0.0,32.1074865448426,-8446.79078320903,996.178460298688,9.008672078329E-4,638.569227501989,412.939559136532,0.0,0.0,0.0,0.0,0.0,0.0
4.5,2.09553223733586E7,0.0703278567571032,-4.0E-16,-5.68E-14,0.0472462860963938,143.97945355952382,29676.0478993207,1.922895436E-7,0.0,32.1075302458648,-8638.76721357143,996.239529663167,9.013373862677E-4,638.980844507333,412.990190083549,0.0,0.0,0.0,0.0,0.0,0.0
4.6,2.09553078154327E7,0.0751461480913349,-4.0E-16,-5.68E-14,0.0493694811131317,147.17906512847085,29661.4899734295,2.05463798E-7,0.0,32.1075749290453,-8830.74390770825,996.301967617133,9.018183254793E-4,639.401934219378,413.041958899719,0.0,0.0,0.0,0.0,0.0,0.0
4.7,2.09552929375454E7,0.0801791434705592,-4.0E-16,-2.84E-14,0.0515393422967906,150.37868119136382,29646.612086147,2.19225116E-7,0.0,32.1076205943915,-9022.72087148183,996.365773911013,9.023100385247E-4,639.832511593742,413.094865591443,0.0,0.0,0.0,0.0,0.0,0.0
4.8,2.09552777396963E7,0.0854314347634499,-2.0E-16,-2.84E-14,0.0537558698126049,153.57830184590952,29631.4142370335,2.335860546E-7,0.0,32.107667241911,-9214.69811075457,996.43094828971,9.028125387533E-4,640.272591924485,413.148910165161,0.0,0.0,0.0,0.0,0.0,0.0
4.9,2.09552622218849E7,0.0909077255191732,0.0,-2.84E-14,0.0560190638299288,156.77792718981468,29615.8964256197,2.48559476E-7,0.0,32.1077148716119,-9406.67563138888,996.49749049273,9.033258398085E-4,640.722190845668,413.204092627458,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2.09552463841107E7,0.0966126262201214,-2.0E-16,0.0,0.0583289245217809,159.97755732078767,29600.0586514361,2.641579883E-7,0.0,32.1077634835021,-9598.65343924726,996.565400254302,9.038499556287E-4,641.181324332814,413.260412985155,0.0,0.0,0.0,0.0,0.0,0.0
5.1,2.09552302263733E7,0.102550877648354,-4.0E-16,-2.84E-14,0.0606854520641632,163.17719233653682,29583.9009139947,2.80394556E-7,0.0,32.1078130775896,-9790.63154019221,996.634677303177,9.043849004465E-4,641.650008702237,413.317871245137,0.0,0.0,0.0,0.0,0.0,0.0
5.2,2.09552137486721E7,0.108727090290813,-7.0E-16,-2.84E-14,0.0630886466371972,166.37683233477233,29567.4232128039,2.972817871E-7,0.0,32.107863653883,-9982.60994008634,996.705321362663,9.04930688789E-4,642.128260611993,413.376467414383,0.0,0.0,0.0,0.0,0.0,0.0
5.3,2.09551969510066E7,0.115145967711214,-4.0E-16,-2.84E-14,0.0655385084239876,169.57647741320335,29550.6255473531,3.148325446E-7,0.0,32.1079152123907,-10174.5886447922,996.777332150837,9.0548733548E-4,642.616097064044,413.436201500133,0.0,0.0,0.0,0.0,0.0,0.0
5.4,2.09551798333764E7,0.12181210179915,-4.0E-16,-2.84E-14,0.0680350376119866,172.77612766954334,29533.5079171434,3.330593859E-7,0.0,32.1079677531214,-10366.5676601726,996.850709380316,9.060548556388E-4,643.113535403409,413.497073509693,0.0,0.0,0.0,0.0,0.0,0.0
5.5,2.09551623957809E7,0.128730289183295,-2.0E-16,-5.68E-14,0.0705782343914022,175.97578320150333,29516.070321653,3.519754286E-7,0.0,32.1080212760839,-10558.5469920902,996.925452758292,9.066332646808E-4,643.620593319166,413.559083450462,0.0,0.0,0.0,0.0,0.0,0.0
5.6,2.09551446382196E7,0.135905065915721,-4.0E-16,-2.84E-14,0.07316809895679,179.17544410679665,29498.312760327,3.715930778E-7,0.0,32.1080757812872,-10750.5266464078,997.001561986744,9.072225783195E-4,644.137288846663,413.622231330099,0.0,0.0,0.0,0.0,0.0,0.0
5.7,2.09551265606919E7,0.143341210032303,-7.0E-16,-2.84E-14,0.0758046315056892,182.37511048313667,29480.2352326437,3.919254003E-7,0.0,32.1081312687405,-10942.5066289882,997.079036762191,9.078228125652E-4,644.663640366605,413.686517156317,0.0,0.0,0.0,0.0,0.0,0.0
5.8,2.09551081631973E7,0.151043276207929,-7.0E-16,0.0,0.078487832239532,185.57478242823834,29461.8377380445,4.129848523E-7,0.0,32.1081877384531,-11134.4869456943,997.157876775796,9.084339837259E-4,645.199666606538,413.75194093696,0.0,0.0,0.0,0.0,0.0,0.0
5.9,2.09550894457352E7,0.159016005251032,-4.0E-16,-5.68E-14,0.0812177013627341,188.77446003981834,29443.1202759705,4.347843993E-7,0.0,32.1082451904346,-11326.4676023891,997.238081713478,9.090561084091E-4,645.745386642461,413.818502680097,0.0,0.0,0.0,0.0,0.0,0.0
6.0,2.09550704083051E7,0.167264044908733,0.0,-2.84E-14,0.0839942390840595,191.97414341559335,29424.0828458443,4.57336752E-7,0.0,32.1083036246946,-11518.4486049356,997.319651255683,9.096892035205E-4,646.30081989806,413.886202393818,0.0,0.0,0.0,0.0,0.0,0.0
6.1,2.09550510509064E7,0.175792080161045,-2.0E-16,-8.53E-14,0.0868174456154835,195.17383265328,29404.7254470922,4.806547233E-7,0.0,32.108363041243,-11710.4299591968,997.402585077648,9.103332862658E-4,646.865986147329,413.955040086455,0.0,0.0,0.0,0.0,0.0,0.0
