time,gePosition_ft_X,gePosition_ft_Y,gePosition_ft_Z,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,eulerAngle_deg_Yaw,eulerAngle_deg_Pitch,eulerAngle_deg_Roll,bodyAngularRateWrtEi_deg_s_Roll,bodyAngularRateWrtEi_deg_s_Pitch,bodyAngularRateWrtEi_deg_s_Yaw,altitudeRateWrtMsl_ft_min,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N,mach,dynamicPressure_lbf_ft2,trueAirspeed_nmi_h
0.0,2.09556463253E7,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,32.1065364063,0.0,-0.0,0.0,9.999999999960824,19.999999999978947,29.999999999939774,0.0,994.853991834,8.91300230208E-4,630.333405472,411.83924,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,2.09556461659E7,7.77706631909E-7,0.0,0.0,2.32534282532E-5,3.19951050252,29999.8405577,2.12636285968E-12,0.0,32.1065368662,3.008085855166492,1.9953043942142732,1.0247242068416562,9.452156675152027,20.433139441110235,29.79407512141682,-191.9706301512,994.85468063,8.91305280419E-4,630.337770167,411.839806896,0.0,0.0,0.0,0.0,-0.0,0.0,0.00321606954163,0.0045621193314,1.8956648569
0.2,2.09556456859E7,6.22165305763E-6,0.0,0.0,9.32470270527E-5,6.3990210999,29999.3606311,1.70109032735E-11,0.0,32.1065383065,6.036798517153996,3.9776690376542088,2.0997397400216387,8.896728572923807,20.838948887144365,29.59580012126767,-383.941265994,994.856753928,8.91320481722E-4,630.350908046,411.841513271,0.0,0.0,0.0,0.0,-0.0,0.0,0.00643212568852,0.0182487886116,3.79132971965
0.3,2.09556448861E7,2.09980791367E-5,0.0,0.0,2.09903031191E-4,9.59853188979,29998.5607535,5.74118009231E-11,0.0,32.1065407287,9.092766107164723,5.941688656472935,3.2253100335020344,8.334444040720381,21.21754743394807,29.40606485182144,-575.9119133874,994.860209425,8.91345817228E-4,630.372804512,411.844357229,0.0,0.0,0.0,0.0,-0.0,0.0,0.00964815514105,0.0410609425071,5.68699465009
0.4,2.09556437662E7,4.97732248721E-5,0.0,0.0,3.73221449308E-4,12.7980429699,29997.4409248,1.36087239779E-10,0.0,32.106544133,12.182528624540884,7.8818271845047425,4.402001577948641,7.765988148134563,21.569081404285214,29.225703220834134,-767.882578194,994.86504712,8.91381286938E-4,630.403459565,411.848338772,0.0,0.0,0.0,0.0,-0.0,0.0,0.0128641446006,0.0730001393412,7.5826597104
0.5,2.09556423265E7,9.72133304695E-5,0.0,0.0,5.83202293683E-4,15.9975544379,29996.0011449,2.65795410207E-10,0.0,32.1065485192,15.312510927736648,9.792393767678037,5.630632902317165,7.19200340098508,21.893717648679647,29.05549206407955,-959.853266274,994.871267015,8.91426890853E-4,630.442873206,411.853457897,0.0,0.0,0.0,0.0,-0.0,0.0,0.0160800807696,0.114068561102,9.47832496307
0.6,2.09556405667E7,1.67984636415E-4,0.0,0.0,8.39845580231E-4,19.1970663914,29994.2414139,4.59294511135E-10,0.0,32.1065538874,18.48898440639811,11.667521944069783,6.91221141678422,6.6130909429236535,22.19163719360511,28.89615039454538,-1151.823983484,994.878869109,8.91482628973E-4,630.491045436,411.859714607,0.0,0.0,0.0,0.0,-0.0,0.0,0.0192959503516,0.164269013448,11.3739904708
0.7,2.0955638487E7,2.66753383551E-4,0.0,0.0,0.00114315132873,22.3965789283,29992.1617316,7.29342752202E-10,0.0,32.1065602376,21.7180149852142,13.501153021437299,8.2478564165073,6.029812198391476,22.463029276020546,28.748338969964692,-1343.7947356979998,994.887853403,8.91548501302E-4,630.547976257,411.867108901,0.0,0.0,0.0,0.0,-0.0,0.0,0.0225117400516,0.223604925717,13.2696562966
0.8,2.09556360874E7,3.98185813144E-4,0.0,0.0,0.00149311956261,25.5960921461,29989.762098,1.0886983559E-9,0.0,32.1065675699,25.00539519759283,15.287024926714716,9.638706474697006,5.442690910211831,22.70808579627921,28.61266012356418,-1535.765528766,994.898219896,8.9162450784E-4,630.61366567,411.875640778,0.0,0.0,0.0,0.0,-0.0,0.0,0.0257274365757,0.292080350927,15.1653225036
0.9,2.09556333678E7,5.66948166948E-4,0.0,0.0,0.00188975030778,28.7956061425,29987.0425131,1.55011955967E-9,0.0,32.1065758841,28.356558335555636,17.018668064559446,11.085809586680245,4.85221552703647,22.92699621290282,28.489657804113918,-1727.73636855,994.90996859,8.9171064859E-4,630.688113678,411.885310241,0.0,0.0,0.0,0.0,-0.0,0.0,0.0289430266319,0.369699965784,17.0609891551
