time,eiPosition_ft_X,eiPosition_ft_Y,eiPosition_ft_Z,gePosition_ft_X,gePosition_ft_Y,gePosition_ft_Z,eiVelocity_ft_s_X,eiVelocity_ft_s_Y,eiVelocity_ft_s_Z,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,eulerAngle_deg_Yaw,eulerAngle_deg_Pitch,eulerAngle_deg_Roll,bodyAngularRateWrtEi_deg_s_Roll,bodyAngularRateWrtEi_deg_s_Pitch,bodyAngularRateWrtEi_deg_s_Yaw,altitudeRateWrtMsl_ft_min,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N,mach,dynamicPressure_lbf_ft2,trueAirspeed_nmi_h
17.69999999999865,2.0935628835525922E7,41504.820195485925,-2.2763872714853986E-12,2.0935664967447992E7,14483.085813658328,-2.2763872714853986E-12,208.90241152251687,2228.578330247389,-1.1036505566458524E-13,-1.1047285908000568E-13,701.5066724486778,-213.3201420475448,10023.651615101844,0.039636646858942595,4.655320040586347E-16,32.16793515304319,90.0,0.03963664685912054,6.3455808291844645E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,12799.208522852688,1077.3099037307004,0.0017542612827852932,1454.2783790127762,482.9412265878314,-8.860406977371857,-2.080644782186676E-15,2.6876533183886284,0.0,0.0,0.0,0.6806061708189847,471.5604269164736,434.41794573863814
17.79999999999877,2.093564955163383E7,41727.63345569964,-2.2874168200675613E-12,2.0935686077804897E7,14553.206719819385,-2.2874168200675613E-12,205.42061719907684,2227.6875260312036,-1.1022580122237687E-13,-1.1033398290318172E-13,700.6189967313185,-209.86028845898093,10044.81059327349,0.03982851032537915,4.67787599105942E-16,32.16787002571948,90.00000000000004,0.03982851032549912,6.354898877464639E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,12591.617307538856,1077.225820181367,0.0017530962217751993,1453.0856943241051,482.86584284242036,-8.820992576558886,-2.075861410838617E-15,2.6355201828656685,0.0,0.0,0.0,0.6789423850233827,468.87287673917825,433.32215974096806
17.899999999998894,2.0935669919822644E7,41950.357830314395,-2.2984324470919384E-12,2.093570684226289E7,14623.238887471894,-2.2984324470919384E-12,201.94402174693343,2226.8006104945125,-1.1008684108543558E-13,-1.101953985166816E-13,699.7352992362693,-206.40561326340156,10065.6238453947,0.04002013121028304,4.700403471285906E-16,32.16780596273343,90.00000000000006,0.04002013121035976,6.364216925840637E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,12384.336795804094,1077.1431042736122,0.0017519507771287738,1451.9132726585128,482.7916909750538,-8.782044963732057,-2.0711496766755794E-15,2.583832216865348,0.0,0.0,0.0,0.6772942652648668,466.2228041646503,432.2370860953058
17.999999999999016,2.0935689940610003E7,42172.99370587239,-2.3094342085274298E-12,2.0935727261338186E7,14693.182710064586,-2.3094342085274298E-12,198.47258088447035,2225.917537186562,-1.0994848823391243E-13,-1.1005741889886306E-13,698.8555333509051,-202.95607226403018,10086.091887071729,0.04021151059965044,4.722902595724856E-16,32.167742962488475,90.00000000000006,0.04021151059970502,6.364216940724323E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,12177.36433584181,1077.0617542649593,0.0017508248916339167,1450.7610463090932,482.71876914140233,-8.743560215703042,-2.066513322394854E-15,2.532582677935781,0.0,0.0,0.0,0.6756618143315856,463.6098730660098,431.1627195736852
18.099999999999138,2.0935709614509184E7,42395.54146429018,-2.3204221822050957E-12,2.093574733554263E7,14763.038576411229,-2.3204221822050957E-12,195.0062510015338,2225.0382600458915,-1.0981104719491998E-13,-1.0992034857477468E-13,697.9796528531695,-199.51162193370388,10106.215229533613,0.04040264956675419,4.745373523544486E-16,32.16768102340172,90.00000000000006,0.04040264956677278,6.3704289780668804E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,11970.697316022233,1076.9817684247564,0.0017497185088699027,1449.6289485628943,482.64707551286784,-8.705534466846345,-2.061955941715172E-15,2.4817648923103985,0.0,0.0,0.0,0.6740450352107319,461.0337525323294,430.0990551621828
18.19999999999926,2.0935728942029133E7,42618.001482897445,-2.331396469541426E-12,2.093576706538375E7,14832.806870729512,-2.331396469541426E-12,191.54498915262508,2224.1627333946267,-1.096745062189501E-13,-1.0978417579257686E-13,697.107611905843,-196.0722194080843,10125.994379710406,0.04059354917225065,4.767816462146331E-16,32.16762014390364,90.00000000000009,0.04059354917227357,6.376641015490688E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,11764.333164485057,1076.9031450338894,0.0017486315731992904,1448.5169136909246,482.5766082763043,-8.667963907997496,-2.057477155661777E-15,2.4313722535906592,0.0,0.0,0.0,0.6724439310662462,458.4941167846786,429.0460880463354
18.299999999999383,2.0935747923674557E7,42840.37413447503,-2.3423570865456477E-12,2.093578645136484E7,14902.487972679117,-2.3423570865456477E-12,188.08875305022326,2223.290911932908,-1.0953793090355978E-13,-1.0964796614825075E-13,696.2393650509304,-192.63782247899556,10145.429840285331,0.04078421046428414,4.790231444270025E-16,32.167560322437964,90.00000000000007,0.040784210464300835,6.3735350193417066E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,11558.269348739734,1076.8258823845997,0.0017475640297613048,1447.4248769397066,482.5073656338308,-8.630844785376453,-2.053065158296083E-15,2.381398221458992,0.0,0.0,0.0,0.6708585052164815,455.9906450941406,428.0038135965867
18.399999999999505,2.0935766559945896E7,43062.659787292374,-2.353304123764412E-12,2.0935805493984934E7,14972.082257399348,-2.353304123764412E-12,184.6375010582352,2222.4227507334163,-1.09402543397305E-13,-1.095129417880174E-13,695.3748672041619,-189.20838958789128,10164.522109691054,0.040974634478590545,4.812618655087761E-16,32.16750155746172,90.00000000000006,0.040974634478615914,6.370429023229724E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,11352.503375273476,1076.749978780526,0.001746515824468362,1446.3527745260708,482.4393458028445,-8.59417339954362,-2.048734937233524E-15,2.3318363204233097,0.0,0.0,0.0,0.6692887611117523,453.52302170217587,426.9722273537599
18.499999999999627,2.0935784851339526E7,43284.85880514468,-2.36423760208667E-12,2.093582419373899E7,15041.59009554617,-2.36423760208667E-12,181.1911921855699,2221.5582052360087,-1.0926711775344984E-13,-1.0937787676338869E-13,694.514073649589,-185.7838798194454,10183.271682295948,0.041164822238598714,4.834978137318441E-16,32.167443847444545,90.00000000000006,0.04116482223867006,6.370429038387235E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,11147.032789166724,1076.6754325359857,0.0017454869039922121,1445.3005436213632,482.3725470153563,-8.557946104321054,-2.0444711436470527E-15,2.282680138574386,0.0,0.0,0.0,0.6677347023123674,451.09093573975747,425.95132501454646
18.59999999999975,2.0935802798347745E7,43506.97154738928,-2.3751575661407946E-12,2.093584255111791E7,15111.01185332874,-2.3751575661407946E-12,177.74978607983618,2220.6972312424346,-1.0913225688231267E-13,-1.092433739826437E-13,693.6569400342681,-182.36425289526443,10201.679048400372,0.04135477475553094,4.857309982229206E-16,32.16738719086884,90.00000000000003,0.04135477475562821,6.3548989973951996E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,10941.855173715865,1076.602241976016,0.0017444772157605933,1444.2681223464324,482.30696751800303,-8.522159305781962,-2.040281078730873E-15,2.233923326384343,0.0,0.0,0.0,0.6661963324662037,448.69408115071,424.94110241701577
18.69999999999987,2.0935820401458826E7,43728.99836898149,-2.386064072059282E-12,2.093586056660857E7,15180.347892545364,-2.386064072059282E-12,174.31324302115914,2219.839784911195,-1.0899795389752405E-13,-1.0910942655721213E-13,692.803422363096,-178.94946916772136,10219.744694292545,0.04154449302850168,4.879614304613673E-16,32.16733158622948,90.00000000000001,0.0415444930286655,6.35489901261796E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,10736.968150063281,1076.5304054361752,0.0017434867079506448,1443.2554497633362,482.24260557184783,-8.486809461241107,-2.0361644921115246E-15,2.1855595955266978,0.0,0.0,0.0,0.6646736552864959,446.332156615675,423.9415555261745
18.799999999999994,2.0935837661157142E7,43950.93962051019,-2.396957200025356E-12,2.0935878240693957E7,15249.598570619008,-2.396957200025356E-12,170.88152391611263,2218.9858227524737,-1.0886479078369134E-13,-1.0897661646924385E-13,691.9534769936989,-175.539489613902,10237.469102367759,0.04173397804461503,4.901891268450344E-16,32.167277032033525,90.00000000000001,0.04173397804478426,6.345580994126312E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,10532.36937683412,1076.4599212620908,0.0017425153294789262,1442.2624658636048,482.17945945195504,-8.451893078243586,-2.032128330968758E-15,2.137582717717761,0.0,0.0,0.0,0.6631666745297788,444.0048654765582,422.952680419536
18.900000000000116,2.0935854577923123E7,44172.7956482326,-2.407837056344704E-12,2.0935895573853105E7,15318.764240632321,-2.407837056344704E-12,167.45459029176754,2218.1353016231574,-1.087321678106861E-13,-1.0884434398589945E-13,691.1070606314308,-172.13427582966926,10254.852751072496,0.041923230779061016,4.924141091139394E-16,32.16722352680033,90.00000000000003,0.041923230779158764,6.3642170770034926E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,10328.056549780156,1076.3907878097082,0.0017415630300010945,1441.2891115664038,482.1175274475881,-8.417406713616177,-2.0281650760574094E-15,2.089986523595336,0.0,0.0,0.0,0.6616753939734362,441.7119156648232,421.9744732727196
19.000000000000238,2.093587115223344E7,44394.5667941087,-2.4187036350978355E-12,2.0935912566561308E7,15387.845251361923,-2.4187036350978355E-12,164.03240428985018,2217.288178721987,-1.085994962878785E-13,-1.0871202041472158E-13,690.2641303244839,-168.73379002383535,10271.8961151205,0.04211225219520954,4.946363760575185E-16,32.16717106906092,90.00000000000006,0.04211225219527015,6.370429114940914E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,10124.027401430121,1076.3230034444518,0.0017406297598967049,1440.3353287015268,482.0568078614396,-8.383346972462032,-2.02426743135561E-15,2.0427649016037828,0.0,0.0,0.0,0.660199817393978,439.4530196273446,421.0069303450979
19.10000000000036,2.0935887384560987E7,44616.253395835374,-2.4295569732985604E-12,2.0935929219290074E7,15456.841947312705,-2.4295569732985604E-12,160.6149286610115,2216.4444115847778,-1.084673556551291E-13,-1.0858022519331196E-13,689.4246434590817,-165.3379950124469,10288.599665429443,0.04230104324470473,4.968559352452715E-16,32.167119657358185,90.00000000000009,0.042301043244721115,6.382853175514118E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,9920.279700746814,1076.2565665415013,0.0017397154702694154,1439.4010600081517,481.9972990098558,-8.34971050724464,-2.020442330488865E-15,1.995911796922523,0.0,0.0,0.0,0.6587399485446611,437.22789425748147,420.05004796547047
19.200000000000482,2.0935903275374968E7,44837.85578687968,-2.4403971356762004E-12,2.0935945532507237E7,15525.754668751119,-2.4403971356762004E-12,157.20212675920232,2215.603958079747,-1.0833630930142499E-13,-1.0844952170812089E-13,688.5885577547822,-161.9468542131747,10304.963869262487,0.042489604867556235,4.990727999146521E-16,32.167069290246424,90.00000000000006,0.04248960486758194,6.379747179772149E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,9716.811252790481,1076.1914754852505,0.0017388201129359881,1438.486249122183,481.938999222332,-8.316494016832461,-2.0166964386816044E-15,1.949421210404825,0.0,0.0,0.0,0.6572957911336721,435.0362608245955,419.1038225177832
19.300000000000605,2.0935918825140927E7,45059.37429651191,-2.451224207352162E-12,2.093596150667697E7,15594.583751738346,-2.451224207352162E-12,153.7939625361526,2214.766776402922,-1.0820520995776262E-13,-1.0831876268740882E-13,687.7558312598477,-158.56033163980658,10320.989190213382,0.04267793799223045,5.012869874733921E-16,32.16701996629135,90.00000000000006,0.04267793799224573,6.370429161479631E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,9513.619898388395,1076.1277286693892,0.001737943640423932,1437.590840572445,481.8819068415646,-8.283694245599046,-2.013015750794887E-15,1.9032871975503298,0.0,0.0,0.0,0.6558673488019657,432.87784490697834,418.16825042687833
19.400000000000727,2.0935934034320887E7,45280.80924983816,-2.462038264100315E-12,2.0935977142259926E7,15663.329528162778,-2.462038264100315E-12,150.39040053595375,2213.93282507365,-1.0807546745834041E-13,-1.0818935796267683E-13,686.9264223467269,-155.17839189684477,10336.676088362932,0.042866043535739404,5.034985134176074E-16,32.166971684069736,90.00000000000006,0.04286604353580109,6.3704291770925685E-15,2.319297050098701E-19,-0.004178074132234399,1.1596485250493503E-18,9310.703513810686,1076.065324496303,0.001737086005959812,1436.7147797673704,481.82602022289353,-8.2513079824928,-2.0094171277688504E-15,1.8575038674901383,0.0,0.0,0.0,0.6544546251015905,430.75237632367924,417.24332814429556
