time,gePosition_ft_X,gePosition_ft_Y,gePosition_ft_Z,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,altitudeRateWrtMsl_ft_min,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N
0.0,2.0925646325459E7,-9.0E-16,0.0,2.274E-13,999.999995350282,-1000.0000046497167,-3.166496754E-7,0.0,0.0,32.1988102140777,60000.000278983,1116.45048485268,0.0023768898719242,2116.22045014909,518.669999988299,-33.0007615546023,-1.9409204831E-6,33.0007704878298,0.0,0.0,0.0
0.1,2.09257460013719E7,99.8347065607263,2.0E-16,2.274E-13,996.694143816842,-993.5292382346684,99.6761507578194,2.733526123484E-4,0.0,32.1985029706188,59611.7542940801,1116.06784858521,0.0023699649891865,2108.60891509844,518.314537840125,-32.6357189322445,-1.9133233303E-6,32.5317854604874,0.0,0.0,0.0
0.2,2.09258450320665E7,199.341123648871,0.0,3.411E-13,993.424728112845,-987.1049995651683,198.707556668669,5.458037680499E-4,0.0,32.1981977188908,59226.2999739101,1115.68756105521,0.0023631002608221,2101.06865532166,517.961378353722,-32.2767434551566,-1.8861975957E-6,32.0708104416761,0.0,0.0,0.0
0.3,2.09259434221604E7,298.522856965891,-4.0E-16,3.411E-13,990.191144860779,-980.7264956447166,297.098830420523,8.173633774169E-4,0.0,32.1978944445898,58843.589738683,1115.30960743068,0.0023562950555022,2093.59885436837,517.610505532127,-31.9237013589626,-1.8595328137E-6,31.6176677668511,0.0,0.0,0.0
0.4,2.09260411761927E7,397.383452670327,-2.0E-16,3.411E-13,986.992803951678,-974.3929510230333,394.854506619274,0.0010880411871459,0.0,32.1975931336555,58463.577061382,1114.93397199663,0.0023495487322712,2086.19868774535,517.261902591378,-31.5764623231714,-1.8333188139E-6,31.1721844284951,0.0,0.0,0.0
0.5,2.0926138298626E7,495.926398611466,-7.0E-16,2.274E-13,983.829128204456,-968.1036073374067,491.979043155908,0.001357846783709,0.0,32.1972937722649,58086.2164402444,1114.56063988985,0.0023428606717026,2078.86735706949,516.915553570745,-31.2348997785614,-1.8075457009E-6,30.7341923406031,0.0,0.0,0.0
0.6,2.09262347938473E7,594.155125712496,-1.1E-15,2.274E-13,980.699552994662,-961.8577228276984,588.476822935044,0.0016267895971545,0.0,32.1969963468276,57711.4633696619,1114.18959650238,0.0023362302649752,2071.60407800538,516.571442777943,-30.8988906395907,-1.7822038438E-6,30.3035280325962,0.0,0.0,0.0
0.7,2.09263306661707E7,692.073009150655,-1.6E-15,1.137E-13,977.603525909727,-955.6545718815433,684.352155502885,0.0018948789043507,0.0,32.1967008439805,57339.2743128926,1113.82082747596,0.0023296569136382,2064.40807994677,516.229554783318,-30.5683151894608,-1.7572838565E-6,29.880032496923,0.0,0.0,0.0
0.8,2.09264259198381E7,789.683369503554,-1.8E-15,2.274E-13,974.540506415559,-949.4934445945267,779.609278611838,0.0021621238321377,0.0,32.1964072505833,56969.6066756716,1113.45431869655,0.0023231400293797,2057.278605706,515.889874414138,-30.2430569695905,-1.7327766891E-6,29.4635510425105,0.0,0.0,0.0
0.9,2.09265205590211E7,886.989474011452,-2.7E-15,2.274E-13,971.509965534056,-943.3736463447817,874.252359803766,0.0024285333607953,0.0,32.196115553713,56602.4187806869,1113.09005628897,0.0023166790338014,2050.21491121044,515.552386748957,-29.9230026732991,-1.7086734562E-6,29.0539331538022,0.0,0.0,0.0
1.0,2.09266145878229E7,983.994537714958,-3.8E-15,1.137E-13,968.511385531104,-937.2944973814433,968.285497896373,0.0026941163271698,0.0,32.1958257406597,56237.6698428866,1112.72802661191,0.002310273358204,2043.2162652124,515.217077112357,-29.6080420435933,-1.6849655358E-6,28.6510323552136,0.0,0.0,0.0
1.1,2.09267080102788E7,1080.70172448774,-4.9E-15,1.137E-13,965.544259614678,-931.2553324264167,1061.71272448077,0.0029588814275135,0.0,32.1955377989219,55875.319945585,1112.36821625277,0.0023039224433733,2036.28194900241,514.883931069616,-29.2980677747682,-1.6616445438E-6,28.2547060806632,0.0,0.0,0.0
1.2,2.09268008303587E7,1177.11414809537,-5.8E-15,1.137E-13,962.608091642658,-925.2555002889983,1154.53800528124,0.003222837220395,0.0,32.1952517162024,55515.3300173399,1112.01061202285,0.0022976257393751,2029.41125613278,514.552934421617,-28.9929754177363,-1.6387022995E-6,27.8648155480358,0.0,0.0,0.0
1.3,2.09268930519678E7,1273.23487342992,-7.8E-15,-1.137E-13,959.702395839992,-919.2943634928283,1246.76524165272,0.0034859921300899,0.0,32.1949674804032,55157.6618095697,1111.65520095252,0.0022913827053543,2022.60349214716,514.224073199817,-28.6926632888837,-1.6161308695E-6,27.4812256383252,0.0,0.0,0.0
1.4,2.09269846789481E7,1369.0669172707,-9.1E-15,1.137E-13,956.826696524865,-913.3712979147266,1338.39827181398,0.003748354448675,0.0,32.1946850796223,54802.2778748836,1111.30197028667,0.0022851928093407,2015.85797431993,513.897333661463,-28.3970323823452,-1.5939224999E-6,27.1038047793006,0.0,0.0,0.0
1.5,2.09270757150799E7,1464.61324950136,-1.07E-14,1.137E-13,953.980527843533,-907.4856924349933,1429.44087225571,0.0040099323393707,0.0,32.1944045021488,54449.1415460996,1110.95090748027,0.0022790555280621,2009.17403140364,513.572702284978,-28.1059862855382,-1.5720696441E-6,26.7324248334865,0.0,0.0,0.0
1.6,2.09271661640829E7,1559.87679387347,-1.29E-14,3.411E-13,951.163433513498,-901.6369485987067,1519.89675899595,0.0042707338386418,0.0,32.1941257364593,54098.2169159224,1110.60200019377,0.0022729703467547,2002.55100337596,513.250165765107,-27.8194310977223,-1.5505649677E-6,26.3669609901858,0.0,0.0,0.0
1.7,2.09272560296175E7,1654.8604292467,-1.44E-14,1.137E-13,948.374966574735,-895.824480287655,1609.76958880946,0.0045307668596026,0.0,32.1938487712143,53749.4688172593,1110.25523628891,0.0022669367589867,1995.98824120186,512.929711008598,-27.5372753516387,-1.5294013048E-6,26.0072916615466,0.0,0.0,0.0
1.8,2.09273453152861E7,1749.56699013539,-1.67E-14,0.0,945.614689148659,-890.0477134024917,1699.0629604645,0.0047900391935236,0.0,32.1935735952537,53402.8628041495,1109.9106038248,0.0022609542664868,1989.48510660235,512.61132513,-27.2594299380037,-1.5085716636E-6,25.6532983824133,0.0,0.0,0.0
1.9,2.09274340246341E7,1843.9992679193,-1.87E-14,-1.137E-13,942.882172204552,-884.3060855547517,1787.78041591867,0.005048558513155,0.0,32.1933001975936,53058.3651332851,1109.5680910534,0.0022550223789673,1983.04097181877,512.294995447054,-26.9858080326204,-1.4880692969E-6,25.3048657136926,0.0,0.0,0.0
2.0,2.09275221611513E7,1938.16001141783,-2.13E-14,2.274E-13,940.17699533319,-878.5990457683699,1875.92544145509,0.0053063323743085,0.0,32.1930285674227,52715.9427461022,1109.22768641591,0.0022491406139641,1976.65521939681,511.980709476845,-26.7163250262675,-1.4678875458E-6,24.961881149341,0.0,0.0,0.0
