time,gePosition_ft_X,gePosition_ft_Y,gePosition_ft_Z,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,eulerAngle_deg_Yaw,eulerAngle_deg_Pitch,eulerAngle_deg_Roll,bodyAngularRateWrtEi_deg_s_Roll,bodyAngularRateWrtEi_deg_s_Pitch,bodyAngularRateWrtEi_deg_s_Yaw,altitudeRateWrtMsl_ft_min,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N,mach,dynamicPressure_lbf_ft2,trueAirspeed_nmi_h
0.0,2.09256463253E7,0.0,0.0,0.0,999.999998322,-999.999998322,0.0,0.0,0.0,32.1988106712,89.99999999959013,-0.0,0.0,0.0,-0.004178073999995741,0.0,59999.99989932,1116.45,0.0023769,2116.21662367,518.67,-33.0008944477,0.0,33.0008944477,0.0,0.0,0.0,1.26670568319,2376.89999202,837.898624434
0.1,2.09257460024E7,99.8348202208,0.0,0.0,996.69773585,-993.532520876,99.6773109399,2.73352923542E-4,0.0,32.198513639,89.99999999959013,2.733529451713244E-4,-1.1890196181756086E-18,0.0,-0.004178073999995741,0.0,59611.95125256,1116.06525013,0.00237021874864,2108.95138575,518.314595524,-32.6394360249,0.0,32.535472451,0.0,0.0,0.0,1.2609541335,2347.12481462,833.806653078
0.2,2.09258450335E7,199.341686173,0.0,0.0,993.431457845,-987.111100405,198.709098469,5.45805308226E-4,0.0,32.1982083199,89.99999999959013,5.458053514837475E-4,-2.329507823442684E-18,0.0,-0.004178073999995741,0.0,59226.6660243,1115.68299194,0.00236358076595,2101.73319847,517.961492694,-32.283726749,0.0,32.0777217473,0.0,0.0,0.0,1.25525101173,2317.83884354,829.751169014
0.3,2.09259434242E7,298.524164555,0.0,0.0,990.200638496,-980.735037214,297.101018272,8.17366957551E-4,0.0,32.1979049779,89.99999999959013,8.173670224388041E-4,-3.591324561339191E-18,0.0,-0.004178073999995741,0.0,58844.10223284,1115.30320362,0.00235698567284,2094.5616496,517.610671345,-31.9336489108,0.0,31.627483909,0.0,0.0,0.0,1.24959566985,2289.032029,825.731669691
0.4,2.09260411791E7,397.385765654,0.0,0.0,987.004718481,-974.40358856,394.857568812,0.00108804751997,0.0,32.197603599,89.99999999959013,0.0010880476064887735,-4.8531412994877994E-18,0.0,-0.004178073999995741,0.0,58464.2153136,1114.92586779,0.00235043316776,2087.43641126,517.262115438,-31.5890857414,0.0,31.1846020676,0.0,0.0,0.0,1.24398740468,2260.69441411,821.747620721
0.5,2.09261383026E7,495.929944513,0.0,0.0,983.843150049,-968.116027171,491.983175039,0.00135785649213,0.0,32.1973041695,89.99999999959013,0.0013578566002767566,-5.7267067339728015E-18,0.0,-0.004178073999995741,0.0,58086.961630260004,1114.55096738,0.00234392295413,2080.35716092,516.915809193,-31.2499235259,0.0,30.7489234392,0.0,0.0,0.0,1.23842552828,2232.81630181,817.798499282
0.6,2.09262347991E7,594.160102071,0.0,0.0,980.715396712,-961.87164084,588.482189946,0.00162680322196,0.0,32.1970066759,89.99999999959013,0.0016268033517295023,-6.988523472831878E-18,0.0,-0.004178073999995741,0.0,57712.298450400005,1114.17848559,0.00233745474017,2073.3235813,516.571737092,-30.9160515078,0.0,30.3202991962,0.0,0.0,0.0,1.23290936764,2205.38824675,813.883793819
0.7,2.09263306728E7,692.079586273,0.0,0.0,977.620932956,-955.669732036,684.358896036,0.00189489691175,0.0,32.196711105,89.99999999959013,0.0018948970631565358,-8.153277386154636E-18,0.0,-0.004178073999995741,0.0,57340.18392216,1113.80840588,0.00233102823883,2066.33536027,516.229883864,-30.5873617968,0.0,29.898584344,0.0,0.0,0.0,1.22743826421,2178.40104747,810.003003755
0.8,2.09264259279E7,789.691693152,0.0,0.0,974.559243955,-949.509617533,779.617506776,0.00216214662114,0.0,32.1964174435,89.99999999959013,0.0021621467941722425,-9.318031299993058E-18,0.0,-0.004178073999995741,0.0,56970.57705198,1113.44071198,0.00232464316768,2059.39219071,515.890234487,-30.2637492798,0.0,29.4836376027,0.0,0.0,0.0,1.2220115736,2151.84573881,806.155639213
0.9,2.09265205687E7,886.999667876,0.0,0.0,971.529825302,-943.390628035,874.26216802,0.00242856126997,0.0,32.1961256787,89.99999999959013,0.0024285614646351447,-1.0288659562289018E-17,0.0,-0.004178073999995741,0.0,56603.4376821,1113.07538791,0.00231829924884,2052.49377045,515.552774177,-29.9451115357,0.0,29.0753212916,0.0,0.0,0.0,1.21662866521,2125.71358465,802.34122075
1.0,2.09266145991E7,984.006705783,0.0,0.0,968.532182735,-937.312107831,968.296959363,0.00269414964113,0.0,32.1958357979,89.99999999959013,0.0026941498574210116,-1.164753912956066E-17,0.0,-0.004178073999995741,0.0,56238.726469860005,1112.7124179,0.00231199620885,2045.63980212,515.217488389,-29.6313487525,0.0,28.6735012198,0.0,0.0,0.0,1.21128892188,2099.99607089,798.559279088
1.1,2.09267080233E7,1080.71595337,0.0,0.0,965.565831887,-931.273414445,1061.7258955,0.00295892038331,0.0,32.1955477887,89.99999999959013,0.0029589206212246298,-1.3006418697634444E-17,0.0,-0.004178073999995741,0.0,55876.404866699995,1112.35178647,0.00230573377861,2038.82999312,514.884362809,-29.3223636481,0.0,28.278046579,0.0,0.0,0.0,1.20599173956,2074.68489868,794.809354869
1.2,2.09268008451E7,1177.13050929,0.0,0.0,962.63029803,-925.273918308,1154.55292752,0.00322288201365,0.0,32.1952616388,89.99999999959013,0.003222882273201133,-1.3588795657590328E-17,0.0,-0.004178073999995741,0.0,55516.435098480004,1111.99347836,0.00229951169328,2032.06405545,514.553383347,-29.0180613931,0.0,27.888829841,0.0,0.0,0.0,1.20073652701,2049.77197787,791.090998402
1.3,2.09268930685E7,1273.25342526,0.0,0.0,959.725115835,-919.31300243,1246.7819442,0.00348604292041,0.0,32.1949773361,89.99999999959013,0.0034860432015844226,-1.4559423922808377E-17,0.0,-0.004178073999995741,0.0,55158.780145799996,1111.63747856,0.00229332969222,2025.34170567,514.22453614,-28.7183495372,0.0,27.5057266587,0.0,0.0,0.0,1.19552270544,2025.24942076,787.40376943
1.4,2.09269846973E7,1369.08770702,0.0,0.0,956.849829139,-913.390062093,1338.41677321,0.00374841136544,0.0,32.1946948688,89.99999999959013,0.0037484116682425577,-1.5530052188771267E-17,0.0,-0.004178073999995741,0.0,54803.40372558,1111.2837723,0.00228718751884,2018.66266479,513.897807539,-28.4231379375,0.0,27.1286157705,0.0,0.0,0.0,1.19034970828,2001.10953597,783.747236894
1.5,2.09270757352E7,1464.63631526,0.0,0.0,954.00399071,-907.504504541,1429.46118239,0.00400999548673,0.0,32.1944142251,89.99999999959013,0.004009995811158663,-1.6694806108110082E-17,0.0,-0.004178073999995741,0.0,54450.270272459995,1110.93234504,0.0022810849206,2012.02665818,513.573184109,-28.1323386896,0.0,26.7573789077,0.0,0.0,0.0,1.18521698081,1977.3448226,780.120978713
1.6,2.09271661861E7,1559.90216642,0.0,0.0,951.187162034,-901.655748691,1519.91888084,0.00427080330078,0.0,32.1941353936,89.99999999959013,0.004270803646843081,-1.8247811333455904E-17,0.0,-0.004178073999995741,0.0,54099.34492146,1110.58318245,0.00227502164888,2005.4334155,513.250652626,-27.8458660613,0.0,26.3919007062,0.0,0.0,0.0,1.18012397992,1953.94796457,776.524581566
1.7,2.09272560534E7,1654.88813362,0.0,0.0,948.398913095,-895.843224844,1609.79352016,0.00453084270501,0.0,32.1938583629,89.99999999959013,0.004530843072699689,-1.86360626449633E-17,0.0,-0.004178073999995741,0.0,53750.59349064,1110.23627044,0.00226899745892,1998.88267059,512.93020007,-27.5636364279,0.0,26.0320686196,0.0,0.0,0.0,1.17507017383,1930.91182517,772.957640678
1.8,2.09273453409E7,1749.5970475,0.0,0.0,945.638822167,-890.066374408,1699.08869553,0.00479012148001,0.0,32.1935831218,89.99999999959013,0.0047901218693291855,-2.0577319178035E-17,0.0,-0.004178073999995741,0.0,53403.98246448,1109.89159513,0.00226301210974,1992.3741614,512.611813622,-27.2855682108,0.0,25.6777728371,0.0,0.0,0.0,1.17005504182,1908.22944175,769.419759619
1.9,2.0927434052E7,1844.03169697,0.0,0.0,942.906475613,-884.324649628,1787.80794681,0.00504864729183,0.0,32.1933096595,89.99999999959013,0.0050486477027750915,-2.1742073102186663E-17,0.0,-0.004178073999995741,0.0,53059.478977679995,1109.54914287,0.00225706536407,1985.90762993,512.29548066,-27.0115818172,0.0,25.3289062026,0.0,0.0,0.0,1.16507807396,1885.89402066,765.910550102
2.0,2.09275221903E7,1938.19483009,0.0,0.0,940.201467688,-878.617513327,1875.95475961,0.00530642769414,0.0,32.1930379651,89.99999999959013,0.005306428126718169,-2.213032441655885E-17,0.0,-0.004178073999995741,0.0,52717.050799619996,1109.20890019,0.00225115698826,1979.48282211,511.981188757,-26.7415995821,0.0,24.9853641379,0.0,0.0,0.0,1.16013877086,1863.89893232,762.429631794
2.1,2.09276097592E7,2032.08915476,0.0,0.0,937.523400349,-872.94443865,1963.53256634,0.00556347013041,0.0,32.1927680278,89.99999999959013,0.005563470584619294,-2.2130324426012654E-17,0.0,-0.004178073999995741,0.0,52376.666319,1108.87085385,0.00224528675225,1973.09948776,511.668925673,-26.475545713,0.0,24.6470445673,0.0,0.0,0.0,1.15523664344,1842.23770643,758.976632125
2.2,2.09276967621E7,2125.71733958,0.0,0.0,934.871883069,-867.304908818,2050.54474726,0.00581978193594,0.0,32.1924998373,89.99999999959013,0.005819782411759181,-2.329507835348747E-17,0.0,-0.004178073999995741,0.0,52038.29452908,1108.5349908,0.00223945442947,1966.75738051,511.358679356,-26.2133462354,0.0,24.3138478461,0.0,0.0,0.0,1.15037121266,1820.90402744,755.551186108
2.3,2.09277832023E7,2219.08201451,0.0,0.0,932.246532655,-861.69841689,2136.99463141,0.00607537033995,0.0,32.1922333832,89.99999999959013,0.006075370837432807,-2.368332967038067E-17,0.0,-0.004178073999995741,0.0,51701.9050134,1108.20129819,0.00223365979676,1960.45625771,511.050437937,-25.9549289409,0.0,23.9856766898,0.0,0.0,0.0,1.14554200934,1799.89173007,752.152936162
2.4,2.09278690831E7,2312.18577161,0.0,0.0,929.646973079,-856.124465528,2222.88549764,0.00633024246753,0.0,32.1919686554,89.99999999959013,0.006330242986622459,-2.601283751931425E-17,0.0,-0.004178073999995741,0.0,51367.467931679996,1107.86976337,0.00222790263437,1954.19588038,510.744189725,-25.7002233366,0.0,23.6624361076,0.0,0.0,0.0,1.14074857387,1779.19479503,748.781531943
2.5,2.09279544077E7,2405.0311658,0.0,0.0,927.072835301,-850.582566773,2308.22057552,0.00658440534161,0.0,32.1917056437,89.99999999959013,0.006584405882358308,-2.6789340145251133E-17,0.0,-0.004178073999995741,0.0,51034.95400638,1107.54037386,0.0022221827258,1947.97601311,510.439923204,-25.4491605965,0.0,23.3440333362,0.0,0.0,0.0,1.13599045606,1758.80734487,745.436630172
2.6,2.09280391793E7,2497.62071546,0.0,0.0,924.523757112,-845.072241825,2393.00304629,0.00683786588484,0.0,32.1914443384,89.99999999959013,0.006837866447173732,-2.8342345385723035E-17,0.0,-0.004178073999995741,0.0,50704.3345095,1107.21311739,0.00221649985783,1941.79642404,510.137627031,-25.2016735144,0.0,23.0303777775,0.0,0.0,0.0,1.13126721488,1738.72363997,742.11789448
