time,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,eulerAngle_deg_Yaw,eulerAngle_deg_Pitch,eulerAngle_deg_Roll,bodyAngularRateWrtEi_deg_s_Roll,bodyAngularRateWrtEi_deg_s_Pitch,bodyAngularRateWrtEi_deg_s_Yaw,altitudeRateWrtMsl_ft_min,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N,mach,trueAirspeed_nmi_h
0.0,1.29E-14,-3.29E-8,0.0,30000.0,0.0,0.0,32.10653699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.8492583,8.90951E-4,629.8546116,411.8392612,-6.12E-9,0.04285977,0.0,0.0,0.0,0.0,0.070362419,41.473866
0.1,6.13E-11,0.004308137,3.199413517,29999.84003,5.88E-10,-8.33E-19,32.10653738,-6.1E-25,-8.34E-19,-4.17808E-4,0.0,0.0,0.0,-191.964811,994.8499466,8.90956E-4,629.8591389,411.8398311,6.13E-9,0.0428912,-0.00176417,0.0,0.0,0.0,0.070431192,41.51443182
0.2,6.15E-11,0.008671325,6.398629514,29999.36012,2.36E-9,-8.3E-19,32.10653876,-6.1E-25,-8.3E-19,-8.35617E-4,0.0,0.0,0.0,-383.9177708,994.8520117,8.90972E-4,629.872771,411.8415408,6.15E-9,0.043010248,-0.003734872,0.0,0.0,0.0,0.070645335,41.64074143
0.3,6.18E-11,0.013098344,9.597647275,29998.56031,5.34E-9,-8.26E-19,32.10654111,-6.1E-25,-8.27E-19,-0.001253427,0.0,0.0,0.0,-575.8588365,994.8554451,8.90998E-4,629.8954474,411.8443835,6.18E-9,0.043217044,-0.005728351,0.0,0.0,0.0,0.071003476,41.85198626
0.4,6.22E-11,0.017597887,12.7964639,29997.4406,9.53E-9,-8.23E-19,32.10654445,-6.1E-25,-8.23E-19,-0.001671239,0.0,0.0,0.0,-767.7878342,994.8602553,8.91034E-4,629.9271791,411.8483661,6.22E-9,0.043510277,-0.007756493,0.0,0.0,0.0,0.071503409,42.14686822
0.5,6.28E-11,0.022178488,15.99507533,29996.00102,1.5E-8,-8.19E-19,32.10654877,-6.1E-25,-8.2E-19,-0.002089051,0.0,0.0,0.0,-959.7045199,994.866442,8.91081E-4,629.9680164,411.8534885,6.27E-9,0.043888144,-0.009830842,0.0,0.0,0.0,0.072142141,42.52362621
0.6,6.34E-11,0.026848473,19.19347637,29994.24159,2.17E-8,-8.16E-19,32.10655408,-6.1E-25,-8.17E-19,-0.002506865,0.0,0.0,0.0,-1151.608582,994.8739972,8.91138E-4,630.0178994,411.8597438,6.34E-9,0.044348414,-0.011962502,0.0,0.0,0.0,0.07291598,42.98008575
0.7,6.42E-11,0.031615923,22.39166073,29992.16233,2.97E-8,-8.12E-19,32.10656036,-6.1E-25,-8.13E-19,-0.002924681,0.0,0.0,0.0,-1343.499644,994.8829289,8.91205E-4,630.0768892,411.867139,6.42E-9,0.044888483,-0.014162061,0.0,0.0,0.0,0.073820626,43.513717
0.8,6.51E-11,0.036488639,25.58962113,29989.76327,3.9E-8,-8.08E-19,32.10656762,-6.11E-25,-8.1E-19,-0.003342497,0.0,0.0,0.0,-1535.377268,994.8932289,8.91283E-4,630.1448761,411.8756671,6.51E-9,0.045505434,-0.016439529,0.0,0.0,0.0,0.074851285,44.12169793
0.9,6.61E-11,0.041474114,28.7873493,29987.04442,4.96E-8,-8.05E-19,32.10657587,-6.11E-25,-8.06E-19,-0.003760315,0.0,0.0,0.0,-1727.240958,994.9049054,8.91371E-4,630.2219716,411.8853351,6.61E-9,0.046196107,-0.018804296,0.0,0.0,0.0,0.076002776,44.80097925
1.0,6.72E-11,0.046579515,31.98483607,29984.00581,6.17E-8,-8.01E-19,32.1065851,-6.11E-25,-8.03E-19,-0.004178135,0.0,0.0,0.0,-1919.090164,994.9179584,8.9147E-4,630.3081767,411.8961429,6.72E-9,0.046957173,-0.021265107,0.0,0.0,0.0,0.077269639,45.54834813
1.1,6.84E-11,0.051811666,35.18207144,29980.64746,7.51E-8,-7.98E-19,32.10659531,-6.11E-25,-7.99E-19,-0.004595955,0.0,0.0,0.0,-2110.924287,994.9323877,8.91578E-4,630.4033924,411.9080905,6.84E-9,0.047785183,-0.023830056,0.0,0.0,0.0,0.078646238,46.36048839
1.2,6.97E-11,0.057177044,38.37904465,29976.9694,9.0E-8,-7.94E-19,32.1066065,-6.11E-25,-7.96E-19,-0.005013777,0.0,0.0,0.0,-2302.742679,994.9481769,8.91698E-4,630.5076992,411.9211642,6.97E-9,0.048676638,-0.026506587,0.0,0.0,0.0,0.080126857,47.23403517
1.3,7.11E-11,0.062681774,41.57574421,29972.97166,1.06E-7,-7.91E-19,32.10661867,-6.11E-25,-7.93E-19,-0.005431601,0.0,0.0,0.0,-2494.544652,994.9653507,8.91827E-4,630.62113,411.9353847,7.1E-9,0.049628022,-0.029301514,0.0,0.0,0.0,0.081705773,48.16562302
1.4,7.25E-11,0.068331631,44.772158,29968.65426,1.24E-7,-7.87E-19,32.10663182,-6.11E-25,-7.89E-19,-0.005849426,0.0,0.0,0.0,-2686.32948,994.9838924,8.91967E-4,630.743565,411.9507381,7.25E-9,0.050635872,-0.032221054,0.0,0.0,0.0,0.083377336,49.15192682
1.5,7.41E-11,0.074132049,47.96827331,29964.01724,1.44E-7,-7.84E-19,32.10664596,-6.11E-25,-7.86E-19,-0.006267253,0.0,0.0,0.0,-2878.096398,995.0038102,8.92117E-4,630.8751167,411.9672313,7.4E-9,0.051696789,-0.035270848,0.0,0.0,0.0,0.085136018,50.18969529
