time,eiPosition_ft_X,eiPosition_ft_Y,eiPosition_ft_Z,eiVelocity_ft_s_X,eiVelocity_ft_s_Y,eiVelocity_ft_s_Z,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,eulerAngle_deg_Yaw,eulerAngle_deg_Pitch,eulerAngle_deg_Roll,bodyAngularRateWrtEi_deg_s_Roll,bodyAngularRateWrtEi_deg_s_Pitch,bodyAngularRateWrtEi_deg_s_Yaw,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N,mach,dynamicPressure_lbf_ft2
0.0,2.09322545305E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,30000.0,0.0,0.0,32.1263120705,0.0,0.0,0.0,10.0,20.0,30.0,994.849493459,8.90685451211E-4,629.673709538,411.838873082,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.09322543699E7,-9.57633888015E-26,5.55038190996E-26,-3.21262821516,-4.47814903899E-24,1.40620704068E-24,1.4062070492E-24,-4.47814905369E-24,3.21262821516,29999.8393685,0.0,1.51925087717E-31,32.1263125636,3.01849961069,1.97279790437,1.05231349872,10.0,20.0,30.0,994.850183353,8.90690708604E-4,629.678299594,411.839444275,3.10686157568E-6,-1.65648824195E-6,-9.01814081297E-5,0.0,0.0,0.0,0.00322925830332,0.00459640051658
0.2,2.0932253888E7,-1.95529986865E-24,-1.59676188093E-24,-6.42523847876,-5.67118473534E-23,-4.23571618435E-23,-4.23571623336E-23,-5.67118479536E-23,6.42523847876,29999.357475,0.0,-4.37065770148E-30,32.1263140428,6.07801862565,3.88704734383,2.20908835149,10.0,20.0,30.0,994.852253031,8.90706480899E-4,629.692069901,411.841157852,2.44724255549E-5,-1.38833946182E-5,-3.59906706508E-4,0.0,0.0,0.0,0.00645848512599,0.0183858249005
0.3,2.09322530848E7,-2.60635683758E-23,1.52304079081E-23,-9.63781283837,-5.93166045768E-22,8.55497762285E-22,8.55497769297E-22,-5.93166057769E-22,9.63781283837,29998.554322,0.0,4.16886844363E-29,32.1263165081,9.18419054471,5.73640367194,3.47006701251,10.0,20.0,30.0,994.855702472,8.90732768436E-4,629.715020871,411.844013801,8.11886987431E-5,-4.89185642939E-5,-8.06727793177E-4,0.0,0.0,0.0,0.00968764898711,0.0413689416475
0.4,2.09322519604E7,-1.24908376761E-22,1.45051772422E-22,-12.8503333398,-1.39502389206E-21,1.01361056705E-21,1.01361065609E-21,-1.39502396874E-21,12.8503333398,29997.4299142,0.0,3.97035846234E-28,32.1263199595,12.3420656614,7.51435129852,4.83487859146,10.0,20.0,30.0,994.860531642,8.90769571782E-4,629.747153191,411.848012109,1.88850090894E-4,-1.20668992494E-4,-0.00142659335061,0.0,0.0,0.0,0.0129167184053,0.073546864895
0.5,2.09322505148E7,-3.26074763157E-22,3.0514044533E-22,-16.0627820263,-3.24720257101E-21,1.01361053309E-21,1.01361076725E-21,-3.24720282123E-21,16.0627820263,29995.9842577,0.0,8.35230768129E-28,32.1263243971,15.556029536,9.21421310063,6.30290362526,10.0,20.0,30.0,994.866740495,8.90816891732E-4,629.78846782,411.853152753,3.6131989869E-4,-2.44529503158E-4,-0.00221389188726,0.0,0.0,0.0,0.0161456618987,0.114921154388
0.6,2.09322487479E7,-7.33917183372E-22,3.12537307971E-22,-19.2751409375,-5.41560683671E-21,1.82676211496E-21,1.82676240275E-21,-5.41560751253E-21,19.2751409375,29994.2173608,0.0,8.55477541032E-28,32.1263298206,18.8297063119,10.8291723949,7.8731292649,10.0,20.0,30.0,994.874328972,8.90874729309E-4,629.838965997,411.859435705,6.10513830294E-4,-4.37184831207E-4,-0.00316151152334,0.0,0.0,0.0,0.0193744479842,0.165493815434
0.7,2.09322466597E7,-1.35046851026E-21,7.42773012623E-22,-22.4873921087,-8.6230381072E-21,1.0681079789E-20,1.06810805869E-20,-8.623039558E-21,22.4873921087,29992.1292331,0.0,2.03311949507E-27,32.1263362303,22.1658496932,12.3523089877,9.54399705486,10.0,20.0,30.0,994.883296998,8.90943085761E-4,629.898649231,411.86686093,9.46202542531E-4,-7.16396797421E-4,-0.0042609160521,0.0,0.0,0.0,0.0226030451778,0.225267298839
0.8,2.09322442504E7,-2.24168436632E-21,1.77112690363E-21,-25.69951757,-8.89408837563E-21,1.1765281771E-20,1.17652839455E-20,-8.89409112785E-21,25.69951757,29989.7198865,0.0,4.84793199172E-27,32.1263436259,25.566226001,13.7766506289,11.3132471318,10.0,20.0,30.0,994.893644487,8.91021962565E-4,629.967519309,411.875428387,0.00137583501932,-0.00110077838598,-0.00550223667949,0.0,0.0,0.0,0.0258314219941,0.294244500838
0.9,2.09322415198E7,-4.01923546276E-21,3.37049391086E-21,-28.9114993453,-2.54281710452E-20,1.4295086457E-20,1.42950911123E-20,-2.54281765966E-20,28.9114993453,29986.9893344,0.0,9.22572366576E-27,32.1263520075,29.031495559,15.0952407847,13.1777645516,10.0,20.0,30.0,994.905371339,8.91111361423E-4,630.045578289,411.885138029,0.00190438446327,-0.00160955664315,-0.0068743787205,0.0,0.0,0.0,0.029059546946,0.372428763004
