time,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,eulerAngle_deg_Yaw,eulerAngle_deg_Pitch,eulerAngle_deg_Roll,bodyAngularRateWrtEi_deg_s_Roll,bodyAngularRateWrtEi_deg_s_Pitch,bodyAngularRateWrtEi_deg_s_Yaw,altitudeRateWrtMsl_ft_min,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N,mach,trueAirspeed_nmi_h
0.0,0.01,0.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999988558965,19.99999997711793,30.000000022972678,0.0,994.8492583,8.90951E-4,629.8546116,411.8392612,-8.75E-10,0.0,0.0,0.0,0.0,0.0,1.01E-5,0.005924838
0.1,0.009999986,3.45E-25,3.208189658,29999.83959,2.66E-32,2.73E-9,0.0,3.014778782,1.978243987,1.042479978,9.999999988558965,19.99999997711793,30.000000022972678,-192.4913795,994.8499466,8.90956E-4,629.859189,411.8398311,2.02E-6,-1.18E-6,-7.29E-5,0.0,0.0,0.0,0.003224813,1.900809633
0.2,0.009999944,4.27E-23,6.416361412,29999.35836,4.68E-31,5.47E-9,0.0,6.06949517,3.899364976,2.189229195,9.999999988558965,19.99999997711793,30.000000022972678,-384.9816847,994.85202,8.90972E-4,629.8728316,411.8415477,2.05E-5,-1.17E-5,-3.24147E-4,0.0,0.0,0.0,0.006449571,3.801594809
0.3,0.009999874,-5.05E-23,9.624497351,29998.55632,1.46E-29,8.2E-9,0.0,9.170066568,5.756777029,3.440577326,9.999999988558965,19.99999997711793,30.000000022972678,-577.4698411,994.8554617,8.90998E-4,629.8955686,411.8443973,7.27E-5,-4.34E-5,-7.52403E-4,0.0,0.0,0.0,0.009674272,5.702361841
0.4,0.009999777,3.9E-22,12.83257956,29997.43346,6.61E-29,1.09E-8,0.0,12.32167655,7.543972744,4.796238604,9.999999988558965,19.99999997711793,30.000000022972678,-769.9547738,994.8602884,8.91034E-4,629.9274214,411.8483936,1.74567E-4,-1.10025E-4,-0.001353764,0.0,0.0,0.0,0.01289888,7.603097812
0.5,0.009999651,4.58E-22,16.04059014,29995.98981,9.77E-29,1.37E-8,0.0,15.52886404,9.254276131,6.255705386,9.999999988558965,19.99999997711793,30.000000022972678,-962.4354083,994.8664835,8.91081E-4,629.9683193,411.8535228,3.40102E-4,-2.26688E-4,-0.002122774,0.0,0.0,0.0,0.016123363,9.503791646
0.6,0.009999498,-8.44E-23,19.24851116,29994.22535,2.3E-28,1.64E-8,0.0,18.7954283,10.88086106,7.818104484,9.999999988558965,19.99999997711793,30.000000022972678,-1154.91067,994.8740635,8.91138E-4,630.018384,411.8597987,5.81581E-4,-4.09862E-4,-0.003052464,0.0,0.0,0.0,0.019347689,11.40443257
0.7,0.009999316,-2.79E-21,22.4563247,29992.14011,-1.19E-28,1.91E-8,0.0,22.12432059,12.41678346,9.482045021,9.999999988558965,19.99999997711793,30.000000022972678,-1347.379482,994.8830201,8.91206E-4,630.0775056,411.8672145,9.09129E-4,-6.77135E-4,-0.004134426,0.0,0.0,0.0,0.022571827,13.30500991
0.8,0.009999107,-8.98E-22,25.66401285,29989.73409,-3.31E-28,2.19E-8,0.0,25.51752629,13.85502881,11.24546125,9.999999988558965,19.99999997711793,30.000000022972678,-1539.840771,994.8933533,8.91284E-4,630.1457348,411.8757701,0.001330587,-0.001046987,-0.005358899,0.0,0.0,0.0,0.025795745,15.20551301
0.9,0.009998869,-5.51E-21,28.87155766,29987.00731,-1.04E-27,2.46E-8,0.0,28.9759435,15.18857581,13.10545557,9.999999988558965,19.99999997711793,30.000000022972678,-1732.29346,994.9050712,8.91372E-4,630.2230331,411.8854724,0.00185135,-0.00153856,-0.006714873,0.0,0.0,0.0,0.029019411,17.10593122
