time,gePosition_ft_X,gePosition_ft_Y,gePosition_ft_Z,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,altitudeRateWrtMsl_ft_min,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N
0.0,2.0925646325459E7,-9.0E-16,0.0,1000.0,-4.6497171775E-6,-999.9999999999983,-3.166496754E-7,0.0,0.0,32.1988102140777,59999.9999999999,1116.45048485268,0.0023768898719242,2116.22045014909,518.669999988299,-33.0007640802715,4.4666383523E-6,33.0007679621608,0.0,0.0,0.0
0.1,2.09257460006438E7,-7.393011078705E-4,99.8354458633384,996.708629533627,-0.0145175506160415,-993.5147294410467,99.675424285233,-2.0242448E-9,2.751969004553E-4,32.1985029728595,59610.8837664628,1116.06785137406,0.0023699650395937,2108.6089704849,518.314540430474,-32.6361977100383,4.796129636612E-4,32.5313080622504,0.0,0.0,0.0
0.2,2.09258450291614E7,-0.0029228163663788,199.344046471221,993.453554148326,-0.0288890840687939,-987.0760811814067,198.70465805754,-8.0027852E-9,5.494902324139E-4,32.1981977278309,59224.5648708844,1115.68757218718,0.0023631004615128,2101.06887568636,517.961388689822,-32.2776886342501,9.428045482159E-4,32.0698707081329,0.0,0.0,0.0
0.3,2.09259434156389E7,-0.0065365089752163,298.529393474108,990.234172106656,-0.0431211094656173,-980.68326046123,297.092323366552,-1.78971323E-8,8.228899345034E-4,32.197894464659,58840.9956276738,1115.30963242989,0.0023562955050503,2093.59934765203,517.61052873618,-31.9251033155665,0.0013943449188527,31.6162778801537,0.0,0.0,0.0
0.4,2.09260411646245E7,-0.0115665072094088,397.395019124025,987.04989490604,-0.0572154446967161,-974.3354901105866,394.842963997274,-3.16692508E-8,0.0010954057810277,32.1975931692549,58460.1294066352,1114.93401635681,0.0023495495279621,2086.19956025925,517.261943752258,-31.5783116544912,0.0018345286271766,31.1703562269985,0.0,0.0,0.0
0.5,2.09261382805897E7,-0.017999174673605,495.944397579227,983.900146938932,-0.0711738672931855,-968.0320100895234,491.961046878248,-4.92817514E-8,0.0013670473855772,32.1972938277676,58081.9206053714,1114.56070907541,0.0023428619095696,2078.86871354238,516.915617745079,-31.237187297269,0.0022636415716781,30.7319373300552,0.0,0.0,0.0
0.6,2.09262347679306E7,-0.0258209948101466,594.180946172573,980.784365122364,-0.0849981155249351,-961.7720770017667,588.450963776558,-7.06975737E-8,0.0016378242045386,32.1969964265792,57706.324620106,1114.18969594883,0.0023362320398251,2071.60602161723,516.571534990605,-30.9016073683095,0.0026819612942629,30.3008573967597,0.0,0.0,0.0
0.7,2.09263306309698E7,-0.0350186227869926,692.10802664425,977.701998553965,-0.0986898894681275,-955.5549636387066,684.317032907158,-9.58801295E-8,0.0019077455405059,32.1967009522998,57333.2978183224,1113.82096259045,0.0023296593190777,2064.41071236469,516.229680028053,-30.5714523554536,0.0030897572672669,29.8769571078363,0.0,0.0,0.0
0.8,2.09264258739579E7,-0.0455789374950654,789.728946340745,974.652508179314,-0.112250852033013,-949.3799585383817,779.563500594347,-1.247934439E-7,0.002176820545598,32.1964073917622,56962.7975123029,1113.45449485838,0.0023231431578406,2057.28202711742,515.890037654088,-30.2466059995806,0.0034872911689738,29.4600814703427,0.0,0.0,0.0
0.9,2.0926520501075E7,-0.0574889449530928,887.04695938116,971.635366470176,-0.125682629961079,-943.2463655589466,874.194542735815,-1.574018917E-7,0.002445058224686,32.1961157320176,56594.7819335368,1113.09027885014,0.0023166829765669,2050.21922035758,515.55259291727,-29.9269551884704,0.003874817148392,29.0500796763667,0.0,0.0,0.0
