time,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,eulerAngle_deg_Yaw,eulerAngle_deg_Pitch,eulerAngle_deg_Roll,bodyAngularRateWrtEi_deg_s_Roll,bodyAngularRateWrtEi_deg_s_Pitch,bodyAngularRateWrtEi_deg_s_Yaw,altitudeRateWrtMsl_ft_min,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N,mach,trueAirspeed_nmi_h
0.0,563.6364851,0.0,0.0,10000.0,-179.9500896,0.0,32.16800899,0.0,2.667331686,2.27E-13,0.0,0.0,0.0,0.0,1077.403467,0.001755555,1455.603646,483.0254287,-1404.211257,-3.09E-11,-20403.09114,-1.26E-10,23096.30028,1.18E-10,0.523143374,333.9454865
0.1,563.6362095,0.298974137,6.85426E-4,9999.999974,-179.9500895,1.54254E-4,32.16800899,-0.090840511,2.667607679,1.307059621,10.97207955352295,-0.012824399736835764,-1.0335693382415554,-0.041125534,1077.403467,0.001755555,1455.603648,483.0254288,-1409.875826,-2773.639852,-20358.91417,-63808.06684,23450.69689,16757.7011,0.523143192,333.9453702
0.2,563.635602,-0.173401995,-0.007327163,10000.00051,-179.9500895,3.08507E-4,32.16800899,-0.084072479,2.666849956,0.49661478,-25.556084016221384,-0.0045779327830887005,0.6429968435560454,0.439629784,1077.403465,0.001755555,1455.603618,483.0254269,-1410.890308,-449.0104139,-20358.11765,-52552.46314,23531.99695,3478.928077,0.52314258,333.9449791
0.3,563.6361366,-0.195618776,-0.004762034,10000.00103,-179.9500895,4.6276E-4,32.16800898000002,-0.009822751,2.667499598,-1.136483697,-8.227583238847831,-0.0020970255301758,0.8176118622703208,0.285722032,1077.403463,0.001755555,1455.603588,483.0254251,-1403.941859,284.7815931,-20400.84225,3179.776216,23056.19778,-1367.925458,0.523143084,333.9453001
0.4,563.6362911,-0.205765385,-0.004610753,10000.00155,-179.9500896,6.17014E-4,32.168008980000025,0.055097368,2.668099854,-2.326174539,-13.235646153051391,-0.01922135892790319,0.49993123016858776,0.276645189,1077.403461,0.001755555,1455.603559,483.0254232,-1406.54295,591.3590796,-20367.21236,3105.068245,23168.28532,-2378.558526,0.523143232,333.9453938
0.5,563.6358636,-0.254244038,9.91022E-4,10000.00177,-179.9500897,7.71267E-4,32.16800898000003,0.090848824,2.668054373,-3.548525151,-12.102251867854603,-0.017052083419761496,0.1859654272273597,-0.059461309,1077.40346,0.001755555,1455.603547,483.0254224,-1408.536069,834.9273825,-20332.81645,-1115.121163,23172.34723,-3060.41377,0.523142854,333.9451522
0.6,563.6350586,-0.342792098,0.012229678,10000.00116,-179.9500897,9.25521E-4,32.168008980000046,0.090094144,2.667163584,-4.767486984,-12.021764246485008,0.0019423269254906998,-0.2038988916233697,-0.733780701,1077.403462,0.001755555,1455.603581,483.0254246,-1411.698542,948.9457782,-20295.98881,912.3646477,23247.418,-3367.26403,0.523142149,333.9447032
0.7,563.6340272,-0.488162722,0.029439312,9999.999123,-179.9500899,0.001079774,32.168008990000054,0.049562679,2.66546069,-5.95467706,-11.70051248303779,0.03932954193110859,-0.6048289162587833,-1.766358737,1077.40347,0.001755555,1455.603696,483.0254319,-1414.237858,976.3089192,-20276.19549,592.552989,23316.74236,-3327.601975,0.523141288,333.9441559
0.8,563.6329192,-0.703200896,0.051589196,9999.995105,-179.95009,0.001234027,32.16800900000007,-0.030340608,2.663084012,-7.107782118,-11.258071436962089,0.09221526529499298,-0.9793115528456732,-3.09535178,1077.403486,0.001755555,1455.603923,483.0254462,-1415.622543,911.2383585,-20282.93599,855.1356239,23386.70233,-2981.008441,0.523140464,333.9436351
0.9,563.6318136,-0.998420189,0.076794981,9999.988702,-179.9500902,0.001388279,32.1680090200001,-0.145455943,2.660337087,-8.214222903,-10.742826935690399,0.15459919650764495,-1.295878985247248,-4.607698844,1077.403512,0.001755556,1455.604284,483.025469,-1415.230914,775.287249,-20322.66911,955.5678182,23443.83056,-2401.051651,0.523139842,333.9432457
1.0,563.6306903,-1.380804047,0.10280062,9999.97972,-179.9500906,0.001542531,32.16800905000012,-0.28895671,2.657584572,-9.267046959,-10.166180495571131,0.21900165803253988,-1.532247738895312,-6.168037173,1077.403548,0.001755556,1455.604791,483.025501,-1412.833163,591.0103641,-20395.63359,1011.226374,23482.6248,-1675.351456,0.523139535,333.9430609
1.1,563.6294222,-1.853220382,0.127432953,9999.968189,-179.950091,0.001696783,32.16800908000014,-0.45230912,2.655189432,-10.26186527,-9.5698094676925,0.2778233387455301,-1.677627815296197,-7.645977167,1077.403593,0.001755557,1455.605442,483.0255421,-1408.546389,383.9649549,-20496.62648,1006.435914,23501.96967,-896.6208558,0.523139599,333.9431155
1.2,563.627787,-2.414436427,0.149028472,9999.954336,-179.9500916,0.001851035,32.16800912000017,-0.626364601,2.653446055,-11.19798676,-8.988409425930156,0.3247708129291282,-1.7319777323055363,-8.941708301,1077.403648,0.001755557,1455.606223,483.0255914,-1402.796813,178.9328449,-20616.28045,942.8439124,23505.39349,-152.1122208,0.523140031,333.9434087
1.3,563.6254948,-3.059509598,0.166712048,9999.938515,-179.9500923,0.002005286,32.168009170000204,-0.802377142,2.652535246,-12.07817101,-8.453918355587579,0.35584185579279193,-1.7048190171543587,-10.0027229,1077.403711,0.001755558,1455.607116,483.0256478,-1396.224281,-2.600517087,-20743.03663,834.1413842,23500.21606,484.9034788,0.523140785,333.9439094
1.4,563.6222214,-3.780551367,0.180511303,9999.921124,-179.9500933,0.002159536,32.16800922000024,-0.972863512,2.652504989,-12.90801264,-7.9897581410761065,0.3697949823860338,-1.6130188024861578,-10.83067818,1077.40378,0.001755559,1455.608097,483.0257097,-1389.55491,-144.2837566,-20865.22504,696.3677076,23495.8083,961.26318,0.523141778,333.9445647
1.5,563.6176412,-4.567727166,0.191307,9999.902514,-179.9500944,0.002313785,32.16800928000027,-1.132233451,2.653276385,-13.69503128,-7.608971994714534,0.36809415717119043,-1.4781086130588013,-11.47842002,1077.403854,0.00175556,1455.609148,483.025776,-1383.477731,-236.0129073,-20972.90907,548.2096813,23501.70702,1246.939045,0.523142905,333.9453072
1.6,563.6114538,-5.410365604,0.200650945,9999.882912,-179.9500958,0.002468033,32.1680093400003,-1.277151235,2.654668974,-14.4476142,-7.313911564477194,0.354438281082062,-1.3234536104619106,-12.03905673,1077.403932,0.001755561,1455.610254,483.0258459,-1378.541936,-274.2422937,-21059.16237,406.9724272,23525.99145,1336.239879,0.523144051,333.9460625
1.7,563.6034019,-6.298043813,0.210497644,9999.862367,-179.9500974,0.002622278,32.16800941000035,-1.406612471,2.656439103,-15.17399005,-7.097140946803112,0.3340075228401984,-1.1714290571024617,-12.62985865,1077.404014,0.001755563,1455.611413,483.0259191,-1375.087733,-261.5444793,-21120.7685,287.4587668,23573.82514,1245.828339,0.523145099,333.9467568
1.8,563.5932799,-7.221527244,0.222903671,9999.840727,-179.9500992,0.002776522,32.16800947000039,-1.52176124,2.658320919,-15.88134318,-6.943673055461951,0.31260966913593485,-1.0412183821023204,-13.37422024,1077.4041,0.001755564,1455.612634,483.0259962,-1373.225536,-205.5778157,-21158.23481,199.7881954,23647.19845,1008.800133,0.523145947,333.947325
1.9,563.580934,-8.173483418,0.23974145,9999.817638,-179.9501013,0.002930762,32.16800954000044,-1.625506255,2.660063781,-16.57516657,-6.833475624358362,0.29588657808213703,-0.9471836893288922,-14.38448702,1077.404192,0.001755565,1455.613937,483.0260784,-1372.843501,-117.6679975,-21175.37687,149.6085712,23745.03535,669.7132026,0.523146518,333.9477177
2.0,563.5662542,-9.148918914,0.262459361,9999.792581,-179.9501037,0.003084998,32.16800962000048,-1.721997251,2.661463275,-17.25886954,-6.744225186470048,0.2886331615789093,-0.8979512021625362,-15.74756168,1077.404291,0.001755566,1455.615351,483.0261677,-1373.643222,-11.16885875,-21178.56181,137.8273232,23863.67358,278.1759432,0.523146767,333.947908
2.1,563.5491609,-10.14532611,0.291908428,9999.76492,-179.9501063,0.00323923,32.16800970000053,-1.816031706,2.662383847,-17.93366129,-6.654020773852844,0.2942808065655057,-0.896139280431217,-17.5145057,1077.404401,0.001755568,1455.616912,483.0262663,-1375.187817,100.1952176,-21175.77418,161.2058611,23997.34283,-115.6547688,0.523146694,333.9478949
