time,gePosition_ft_X,gePosition_ft_Y,gePosition_ft_Z,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,eulerAngle_deg_Yaw,eulerAngle_deg_Pitch,eulerAngle_deg_Roll,bodyAngularRateWrtEi_deg_s_Roll,bodyAngularRateWrtEi_deg_s_Pitch,bodyAngularRateWrtEi_deg_s_Yaw,altitudeRateWrtMsl_ft_min,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N,mach,dynamicPressure_lbf_ft2,trueAirspeed_nmi_h
0.0,2.09556463253E7,0.0,0.0,0.0,4.04980419262E-5,0.0,30000.0,0.0,0.0,32.1065363982,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,994.853991834,8.91300230208E-4,630.333405472,411.83924,5.65462278176E-18,0.00350012709102,-0.0,0.0,0.0,0.0,0.0201034525309,0.178260046042,11.8496760056
0.1,2.09556461659E7,2.23610623985E-5,0.0,0.0,4.15128543409E-4,3.19948390492,29999.8405586,6.11383915686E-11,0.0,32.1065368581,0.0,0.0,-4.178074827673383E-4,0.0,0.0,0.0,-191.9690342952,994.854680626,8.91305280392E-4,630.337770144,411.839806893,5.72644936777E-18,0.00354452441488,-5.67016553833E-4,0.0,0.0,0.0,0.020358682708,0.182816389098,12.0001258811
0.2,2.09556456859E7,8.48800542369E-5,0.0,0.0,8.45030087248E-4,6.39890963132,29999.3606384,2.32074398732E-10,0.0,32.1065382983,0.0,0.0,-8.356150753340165E-4,0.0,0.0,0.0,-383.9345778792,994.856753897,8.91320481493E-4,630.350907848,411.841513245,5.93690894005E-18,0.00367472732913,-0.00117570062245,0.0,0.0,0.0,0.0211065049883,0.196497778705,12.4409446445
0.3,2.09556448861E7,1.93493776166E-4,0.0,0.0,0.00133833142877,9.59827124255,29998.5607787,5.29040112896E-10,0.0,32.1065407205,0.0,0.0,-0.0012534227939267728,0.0,0.0,0.0,-575.896274553,994.860209316,8.91345816429E-4,630.372803821,411.84435714,6.27207814614E-18,0.00388211157259,-0.00186309441156,0.0,0.0,0.0,0.0222973650962,0.219304451383,13.1429267197
0.4,2.09556437663E7,3.54911213351E-4,0.0,0.0,0.00190221825642,12.7975595029,29997.4409865,9.70378903825E-10,0.0,32.1065441246,0.0,0.0,-0.0016712306568934339,0.0,0.0,0.0,-767.853570174,994.865046854,8.91381284982E-4,630.403457874,411.848338552,6.71333521905E-18,0.00415514502757,-0.0026588624759,0.0,0.0,0.0,0.0238649772582,0.251237180719,14.0670061722
0.5,2.09556423266E7,5.76500758289E-4,0.0,0.0,0.00254268490789,15.9967625791,29996.0012696,1.57623707359E-9,0.0,32.1065485107,0.0,0.0,-0.0020890386843791966,0.0,0.0,0.0,-959.805754746,994.871266476,8.91426886902E-4,630.442869791,411.853457454,7.24135509848E-18,0.00448186064444,-0.00358494360492,0.0,0.0,0.0,0.0257405370427,0.292297241248,15.1726336564
0.6,2.09556405669E7,8.66171692829E-4,0.0,0.0,0.00326457405595,19.1958667647,29994.2416373,2.36823981468E-9,0.0,32.1065538786,0.0,0.0,-0.0025068468980132172,0.0,0.0,0.0,-1151.752005882,994.878868144,8.91482621897E-4,630.49103932,411.859713813,7.83867606193E-18,0.00485144505298,-0.00465672754243,0.0,0.0,0.0,0.0278618535532,0.342486382959,16.4231587837
0.7,2.09556384874E7,0.00123226607499,0.0,0.0,0.0040717290085,22.3948570588,29992.1621,3.36919561655E-9,0.0,32.1065602284,0.0,0.0,-0.002924655320599216,0.0,0.0,0.0,-1343.691423528,994.887851811,8.91548489632E-4,630.547966171,411.867107591,8.49074415131E-18,0.00525488493673,-0.00588470144704,0.0,0.0,0.0,0.0301770674734,0.401806813218,17.7880213548
0.8,2.0955636088E7,0.00168346802279,0.0,0.0,0.00496717888541,25.5937175829,29989.7626701,4.60284823835E-9,0.0,32.10656756,0.0,0.0,-0.0033424639758805642,0.0,0.0,0.0,-1535.6230549739998,994.898217425,8.9162448972E-4,630.613650011,411.875638745,9.18597338774E-18,0.00568500421644,-0.00727593719447,0.0,0.0,0.0,0.0326448680463,0.470261184309,19.2428790689
0.9,2.09556333687E7,0.00222873117849,0.0,0.0,0.00595331227623,28.792431867,29987.0433613,6.09367838948E-9,0.0,32.1065758733,0.0,0.0,-0.0037602728883397484,0.0,0.0,0.0,-1727.54591202,994.909964925,8.91710621725E-4,630.68809046,411.885307225,9.91535914636E-18,0.00613622467548,-0.00883521623674,0.0,0.0,0.0,0.0352331201411,0.547852584889,20.7687981653
