time,eiPosition_ft_X,eiPosition_ft_Y,eiPosition_ft_Z,eiVelocity_ft_s_X,eiVelocity_ft_s_Y,eiVelocity_ft_s_Z,feVelocity_ft_s_X,feVelocity_ft_s_Y,feVelocity_ft_s_Z,altitudeMsl_ft,longitude_deg,latitude_deg,localGravity_ft_s2,eulerAngle_deg_Yaw,eulerAngle_deg_Pitch,eulerAngle_deg_Roll,bodyAngularRateWrtEi_deg_s_Roll,bodyAngularRateWrtEi_deg_s_Pitch,bodyAngularRateWrtEi_deg_s_Yaw,speedOfSound_ft_s,airDensity_slug_ft3,ambientPressure_lbf_ft2,ambientTemperature_dgR,aero_bodyForce_lbf_X,aero_bodyForce_lbf_Y,aero_bodyForce_lbf_Z,aero_bodyMoment_ftlbf_L,aero_bodyMoment_ftlbf_M,aero_bodyMoment_ftlbf_N,mach,dynamicPressure_lbf_ft2
0.0,2.09556463255E7,0.0,0.0,0.0,1528.10982905,0.0,0.0,0.0,-0.0,30000.0,0.0,0.0,32.1065359519,0.0,0.0,0.0,0.0,0.0,0.0,994.849493459,8.90685451211E-4,629.673709538,411.838873082,-0.0,0.00349771358773,-0.0,0.0,0.0,0.0,0.020103543432,0.178137090242
0.1,2.09556461649E7,152.81100004,0.0,-3.21062545756,1528.11016859,0.0,0.0,3.74582916758E-4,3.19948230106,29999.8400254,5.00438243904E-11,0.0,32.10653644285363,0.0,0.0,-4.17807463268E-4,0.0,0.0,0.0,994.850180532,8.90690687104E-4,629.678280823,411.839441939,-0.0,0.00354208102224,-5.66625399611E-4,0.0,0.0,0.0,0.0203587745907,0.18269032562
0.2,2.09556456833E7,305.622033231,0.0,-6.42119260255,1528.1104935,0.0,0.0,8.04603226693E-4,6.39890628137,29999.3601055,2.09887209717E-10,0.0,32.10653791581453,0.0,0.0,-8.35615036335E-4,0.0,0.0,0.0,994.852241733,8.90706394802E-4,629.691994732,411.841148498,-0.0,0.00367219613906,-0.00117489017682,0.0,0.0,0.0,0.0211065996228,0.196362378676
0.3,2.09556448807E7,458.433098526,0.0,-9.63169546425,1528.11081196,0.0,0.0,0.0012982385517,9.5982659694,29998.5602463,4.95825235687E-10,0.0,32.10654037078269,0.0,0.0,-0.0012534227355,0.0,0.0,0.0,994.855677028,8.90732574529E-4,629.714851576,411.843992735,-0.0,0.00387944096291,-0.0018618117533,0.0,0.0,0.0,0.0222974640162,0.21915351861
0.4,2.0955643757E7,611.244195647,0.0,-12.8421247266,1528.1111311,0.0,0.0,0.00186263645272,12.7975520481,29997.4404547,9.26254672354E-10,0.0,32.106543807558126,0.0,0.0,-0.00167123057915,0.0,0.0,0.0,994.860486372,8.9076922677E-4,629.746851966,411.847974628,-0.0,0.00415229177386,-0.00265703526295,0.0,0.0,0.0,0.0238650818414,0.251064569869
0.5,2.09556423123E7,764.05532497,0.0,-16.0524685004,1528.1114569,0.0,0.0,0.00250375241151,15.9967526268,29996.0007387,1.52136453695E-9,0.0,32.106548226340834,0.0,0.0,-0.00208903858748,0.0,0.0,0.0,994.866669712,8.90816352257E-4,629.787996806,411.853094148,-0.0,0.00447879031631,-0.00358248576734,0.0,0.0,0.0,0.0257406484986,0.292096878348
0.6,2.09556405465E7,916.86648741,0.0,-19.2627130442,1528.11179416,0.0,0.0,0.00322639428084,19.1958539627,29994.2411075,2.30281261768E-9,0.0,32.10655362703081,0.0,0.0,-0.00250684678216,0.0,0.0,0.0,994.874226984,8.90873951964E-4,629.838287289,411.859351263,-0.0,0.00484813127685,-0.00465354420393,0.0,0.0,0.0,0.0278619729385,0.342252286245
0.7,2.09556384597E7,1069.67768431,0.0,-22.4728433368,1528.1121467,0.0,0.0,0.00403437649429,22.3948410332,29992.1615718,3.2934313293E-9,0.0,32.106560009528074,0.0,0.0,-0.002924655186,0.0,0.0,0.0,994.883158111,8.90942027101E-4,629.897724888,411.866745936,-0.0,0.00525130818875,-0.00588069273013,0.0,0.0,0.0,0.0301771957228,0.40153311435
0.8,2.09556360519E7,1222.48891736,0.0,-25.6828434907,1528.11251754,0.0,0.0,0.00493070530064,25.5936979489,29989.7621437,4.51698134582E-9,0.0,32.106567373832625,0.0,0.0,-0.00334246382277,0.0,0.0,0.0,994.893463005,8.91020579111E-4,629.966311355,411.875278124,-0.0,0.00568115057643,-0.00727100100948,0.0,0.0,0.0,0.0326450060084,0.469942149926
0.9,2.09556333232E7,1375.30018851,0.0,-28.8926970334,1528.11290903,0.0,0.0,0.00591775162593,28.7924082357,29987.0428371,5.99795482075E-9,0.0,32.106575719944466,0.0,0.0,-0.00376027271697,0.0,0.0,0.0,994.905141564,8.91109609668E-4,630.04404872,411.884947778,-0.0,0.00613208473922,-0.00882925030169,0.0,0.0,0.0,0.0352332686132,0.54748263852
1.0,2.09556302734E7,1528.11149992,0.0,-32.1023870953,1528.11332309,0.0,0.0,0.00699739524466,31.9909550221,29984.0036675,7.7614220953E-9,0.0,32.1065850477636,0.0,0.0,-0.00417808189366,0.0,0.0,0.0,994.918193674,8.91209120675E-4,630.130939289,411.895754844,-0.0,0.00659982210164,-0.0105587120958,0.0,0.0,0.0,0.0379172338463,0.634158278409
1.1,2.09556269027E7,1680.92285393,0.0,-35.3118965324,1528.1137612,0.0,0.0,0.00817113838732,35.1893211626,29980.6446521,9.83291362396E-9,0.0,32.10659535719005,0.0,0.0,-0.00459589137838,0.0,0.0,0.0,994.932619209,8.91319114261E-4,630.226985641,411.907699263,-0.0,0.00708106862131,-0.0124616646791,0.0,0.0,0.0,0.0406778678555,0.729973216793
